chr	haplotype	start	end	ancestral_group
05 0 37898365 38536721 g7
05 0 38536731 38539127 g6
05 0 38539136 38567828 g7
05 0 38568407 38695370 g6
05 0 38695587 38695701 g7
05 0 38695734 38709807 g6
05 0 38709864 38884776 g7
05 0 38884824 38884824 g6
05 0 38885231 38885248 g7
05 0 38885256 41853232 g6
05 1 1 35408252 g4
05 1 35408368 36231840 g7
05 1 36231920 36689710 g3
05 1 36689832 36693756 g7
05 1 36693768 36695854 g3
05 1 36696366 36701585 g7
05 1 36701602 36726074 g3
05 1 36727153 36808276 g7
05 1 36808406 36877897 g3
05 1 36878099 36878106 g7
05 1 36880889 36883633 g3
05 1 36883642 36883642 g7
05 1 36883649 36884161 g3
05 1 36884200 36884200 g7
05 1 36884208 36936330 g3
05 1 36936354 36936791 g7
05 1 36936830 36937131 g3
05 1 36937206 36937206 g7
05 1 36937261 36976440 g3
05 1 36976463 36999543 g7
05 1 36999564 37037114 g3
05 1 37037132 37046172 g7
05 1 37046178 37130237 g3
05 1 37130288 37161902 g7
05 1 37161943 37251258 g3
05 1 37252135 37253030 g7
05 1 37253113 38882367 g3
05 1 38882389 38883473 g7
05 1 38883527 38889745 g3
05 1 38889838 38890216 g7
05 1 38891902 38891902 g3
05 1 38912515 40488658 g7
05 1 40488748 41853232 g4
06 0 1 1463561 g4
06 0 1463602 1906837 g7
06 0 1907063 1992698 g3
06 0 1992714 2265216 g7
06 0 2265319 2265444 g3
06 0 2265454 4751640 g7
06 0 4751701 4772228 g4
06 0 4774630 4825116 g7
06 0 4825602 29503714 g4
06 0 29503740 30006968 g6
06 0 30007090 30024201 g7
06 0 30046715 30086360 g6
06 0 30086621 30086666 g7
06 0 30086679 30088743 g6
06 0 30088755 30137234 g7
06 0 30137807 30138677 g6
06 0 30138749 30205589 g7
06 0 30205597 30205700 g6
06 0 30205789 31029144 g7
06 0 31029191 31036960 g4
06 0 31037653 31043028 g7
06 0 31043059 31114391 g4
06 0 31114475 31114475 g7
06 0 31145732 37593364 g4
06 1 1 9165267 g6
06 1 9165311 10230957 g7
06 1 10259395 10259827 g6
06 1 10260025 10379354 g7
06 1 10379447 10382463 g6
06 1 10385396 10385396 g7
06 1 10385402 13331597 g6
06 1 13331631 13331780 g7
06 1 13331951 13332272 g6
06 1 13332293 13948819 g7
06 1 13948893 13955077 g5
06 1 13955133 13955133 g7
06 1 13955139 14099519 g5
06 1 14099530 14110878 g7
06 1 14111111 14143374 g5
06 1 14145542 15339008 g7
06 1 15339011 15418765 g4
06 1 15418797 15493202 g7
06 1 15494004 15607576 g4
06 1 15706666 15706708 g7
06 1 15706715 15714641 g4
06 1 15714654 19564030 g7
06 1 19564537 19577937 g4
06 1 19579280 19840193 g7
06 1 19840220 28279767 g4
06 1 28279780 31725898 g6
06 1 31725903 31739030 g7
06 1 31739217 31902614 g6
06 1 31902662 32127681 g7
06 1 32127702 35372533 g6
06 1 35372652 35641673 g7
06 1 35642261 37593364 g4
07 0 1 3218395 g6
07 0 3218745 3260142 g7
07 0 3260232 3290976 g6
07 0 3292026 3333949 g7
07 0 3334078 3334725 g6
07 0 3334750 3334750 g7
07 0 3335783 4943688 g6
07 0 4943694 5398039 g7
07 0 5399986 9620468 g4
07 0 9620503 9890340 g7
07 0 9915383 28990992 g6
07 0 28991014 29187882 g7
07 0 29187954 29209464 g6
07 0 29209611 29209678 g7
07 0 29209684 29442301 g6
07 0 29442583 29442685 g7
07 0 29442709 30630215 g6
07 0 30630227 31332334 g7
07 0 31332370 31332622 g4
07 0 31332670 31332847 g7
07 0 31332859 34266381 g4
07 0 34266394 34267560 g7
07 0 34267586 34268250 g4
07 0 34268278 35028021 g7
07 1 1 1405505 g7
07 1 1405648 11040546 g4
07 1 11040586 11217958 g7
07 1 11218284 11241904 g6
07 1 11241934 11285436 g7
07 1 11285476 11322108 g6
07 1 11322124 11322787 g7
07 1 11322841 13283672 g6
07 1 13283703 13285112 g7
07 1 13285115 13297578 g6
07 1 13297615 15622913 g7
07 1 15622922 15957738 g6
07 1 15957741 21693986 g7
07 1 21694034 21734267 g6
07 1 21734327 21734522 g7
07 1 21734794 21933520 g6
07 1 21933638 27784945 g7
07 1 27784963 27809275 g6
07 1 27809282 28234511 g7
07 1 28234787 35028021 g4
08 0 1 38289071 g4
08 0 38289078 38444450 g3
08 0 38444560 38444560 g6
08 0 38474827 38493518 g3
08 0 38493552 44889171 g6
08 1 1 1568827 g6
08 1 1568984 1572106 g7
08 1 1572127 1601340 g6
08 1 1601343 1601343 g7
08 1 1601351 1603016 g6
08 1 1603046 1665236 g7
08 1 1672566 6060517 g6
08 1 6060523 6300879 g7
08 1 6300924 35743106 g4
08 1 35745405 35772758 g3
08 1 35772762 35773728 g4
08 1 35773772 35773772 g3
08 1 35773809 35774005 g4
08 1 35774071 39949302 g3
08 1 39949344 44889171 g4
09 0 1 7670789 g4
09 0 7704378 8937082 g7
09 0 8937088 36424342 g4
09 0 36424351 37887596 g7
09 0 37887650 37897782 g6
09 0 37897833 37897845 g7
09 0 37897878 37937677 g6
09 0 37937813 37962412 g7
09 0 37962571 37962571 g6
09 0 37962628 37973353 g7
09 0 37973404 37976533 g6
09 0 37977541 37978095 g7
09 0 37978107 37980240 g6
09 0 37980274 40455167 g7
09 0 40455230 41306725 g4
09 1 1 585271 g7
09 1 585275 2852971 g6
09 1 2853066 3131493 g4
09 1 3131512 3136499 g6
09 1 3136824 3136965 g4
09 1 3136976 3137435 g6
09 1 3139982 3151675 g4
09 1 3151707 3151789 g7
09 1 3184088 3330872 g6
09 1 3330941 3334643 g7
09 1 3334754 3340638 g6
09 1 3340678 3342231 g7
09 1 3342403 3389594 g6
09 1 3389640 3424025 g7
09 1 3424060 3427806 g6
09 1 3466914 3467089 g7
09 1 3468786 3471499 g6
09 1 3471569 3472031 g7
09 1 3472468 4295236 g6
09 1 4295440 4331626 g7
09 1 4331653 4331752 g6
09 1 4331797 4337841 g7
09 1 4337863 4343367 g6
09 1 4343704 4343715 g7
09 1 4343729 9912060 g6
09 1 9912068 9918575 g4
09 1 9918593 9918593 g7
09 1 9920205 9920214 g4
09 1 9920231 10119815 g7
09 1 10120244 11858745 g4
09 1 11858841 11858841 g7
09 1 11858880 11860994 g4
09 1 11861024 12670896 g7
09 1 12670907 28544791 g4
09 1 28544794 31870657 g7
09 1 31870661 31870661 g6
09 1 31870783 31882611 g7
09 1 31882619 35088105 g6
09 1 35088139 35155870 g7
09 1 35155874 35155881 g6
09 1 35155909 35176138 g7
09 1 35176149 35176292 g6
09 1 35176379 35341031 g7
09 1 35341341 35446422 g6
09 1 35446468 35458741 g7
09 1 35458782 35472005 g6
09 1 35472015 35474288 g7
09 1 35474372 35474372 g6
09 1 35474528 35475189 g7
09 1 35475195 35496174 g6
09 1 35496219 35507954 g7
09 1 35507967 35509105 g6
09 1 35509165 35509165 g7
09 1 35509365 35509408 g6
09 1 35512633 35613065 g7
09 1 35613078 35613284 g6
09 1 35636185 35673329 g7
09 1 35673410 41306725 g6
10 0 1 7171267 g4
10 0 7171277 9261204 g7
10 0 9261533 9272191 g6
10 0 9272200 9272205 g7
10 0 9272257 9734706 g6
10 0 9734754 9735153 g7
10 0 9735180 10152439 g6
10 0 10152508 14226292 g7
10 0 14226322 22018468 g6
10 0 22018608 22018608 g7
10 0 22018615 22018790 g6
10 0 22018859 22076066 g7
10 0 22076076 22077883 g6
10 0 22077912 22077912 g7
10 0 22078293 22078293 g6
10 0 22078478 22835635 g7
10 0 22835665 26724481 g4
10 0 26724484 26974118 g7
10 0 26979175 26979175 g4
10 0 26979357 26979357 g7
10 0 26979481 26981267 g4
10 0 26981272 27012241 g7
10 0 27012267 27037561 g4
10 0 27037572 27037744 g7
10 0 27037758 30670121 g6
10 0 30670174 30853148 g7
10 0 30853167 30933744 g5
10 0 30933797 30933797 g7
10 0 30933839 30936597 g5
10 0 30936618 31334225 g7
10 0 31334231 32113784 g6
10 0 32122631 32219216 g7
10 0 32219312 32242641 g6
10 0 32242745 32578667 g7
10 0 32582259 32587653 g6
10 0 32628426 32654141 g7
10 0 32654156 37674811 g6
10 1 1 29398251 g4
10 1 29398259 29715546 g7
10 1 29715549 29774390 g6
10 1 29774454 29785165 g7
10 1 29791632 29911338 g6
10 1 29911355 31001918 g7
10 1 31002006 32578434 g4
10 1 32578667 34067230 g7
10 1 34067732 37674811 g4
11 0 1 27954350 g6
11 1 1 25338390 g4
11 1 25338411 25364291 g7
11 1 25364813 25364813 g4
11 1 25366676 25367014 g7
11 1 25367942 25396101 g4
11 1 25396125 26110727 g7
11 1 26110800 26111381 g6
11 1 26111554 26137320 g7
11 1 26221731 26452242 g6
11 1 26452248 27954350 g7
