chr	haplotype	start	end	ancestral_group
02 1 14721919 15012660 g7
02 1 15012722 15013024 g5
02 1 15013027 15013027 g7
02 1 15013048 15013048 g5
02 1 15013233 15015428 g7
02 1 15015446 15032769 g5
02 1 15032807 15063416 g7
02 1 15063565 15073419 g5
02 1 15075493 15083488 g7
02 1 15083503 15083548 g5
02 1 15084689 15522498 g7
02 1 15522546 28778258 g4
02 1 28778323 28847077 g7
02 1 28847101 28847173 g6
02 1 28847215 28851632 g7
02 1 28851778 28875125 g6
02 1 28875263 28938607 g7
02 1 28938774 29511734 g6
03 0 1 25077000 g4
03 0 25077021 25457526 g7
03 0 25457547 35020413 g4
03 1 1 3565921 g6
03 1 3565963 3566899 g7
03 1 3567289 24464061 g6
03 1 24464072 24536659 g7
03 1 24537872 24537890 g6
03 1 24537914 24616039 g7
03 1 24616058 25080388 g6
03 1 25080406 28486034 g7
03 1 28486073 30716666 g4
03 1 30716716 30970787 g7
03 1 30970937 34400326 g3
03 1 34400425 34462053 g7
03 1 34462130 34462187 g3
03 1 34462236 35020413 g7
04 0 1 37105743 g4
04 1 1 1056527 g7
04 1 1056565 1095131 g5
04 1 1095203 1661230 g7
04 1 1663901 1665445 g4
04 1 1665479 1669380 g7
04 1 1669464 6690215 g4
04 1 6690309 6690309 g7
04 1 6690319 6690648 g4
04 1 6690715 6690715 g7
04 1 6691086 6691726 g4
04 1 6691864 6731095 g7
04 1 6731164 6826350 g4
04 1 6826432 6826432 g7
04 1 6826436 6826436 g4
04 1 6826571 6826702 g7
04 1 6827658 7011909 g4
04 1 7011913 7027570 g7
04 1 7027582 7032277 g4
04 1 7032382 7156154 g7
04 1 7156253 24453811 g4
04 1 24453827 24525777 g6
04 1 24525804 24704624 g7
04 1 24704636 24705391 g6
04 1 24705436 24746880 g7
04 1 24746889 24746929 g6
04 1 24747050 25004851 g7
04 1 25004870 35186409 g4
04 1 35192146 35514664 g7
04 1 35514680 35514845 g5
04 1 35527576 35657698 g7
04 1 35657975 35659433 g5
04 1 35659572 35767689 g7
04 1 35768862 35779218 g5
04 1 35779254 35779742 g7
04 1 35779862 35779952 g5
04 1 35783990 35783993 g7
04 1 35784039 35784039 g5
04 1 35806082 35837670 g7
04 1 35837684 35924521 g5
04 1 35933857 37105743 g7
05 0 1 39349671 g4
05 0 39374023 39720269 g7
05 0 39720273 39723842 g3
05 0 39723861 39723861 g7
05 0 39731051 39731051 g3
05 0 39731260 40427091 g7
05 0 40427172 40948180 g5
05 0 40948249 40948249 g7
05 0 40948267 40948336 g5
05 0 40948408 41853232 g7
05 1 1 1882422 g6
05 1 1920302 2067077 g7
05 1 2067105 2094846 g6
05 1 2094852 2410195 g7
05 1 2410259 2410312 g4
05 1 2410851 2410986 g7
05 1 2411009 4168913 g4
05 1 4173226 4173263 g7
05 1 4175913 4177186 g4
05 1 4177247 4197920 g7
05 1 4198604 4252783 g6
05 1 4252837 4254422 g7
05 1 4254441 5381505 g6
05 1 5381535 5441461 g7
05 1 5441511 7183407 g6
05 1 7183410 7914407 g7
05 1 7914422 7914422 g4
05 1 7914452 7914452 g7
05 1 7914486 10808931 g4
05 1 10808979 10808997 g7
05 1 10809012 10809195 g4
05 1 10809204 10811930 g7
05 1 10811975 10814573 g4
05 1 10814796 10814796 g7
05 1 10814835 10819726 g4
05 1 10819776 10851304 g7
05 1 10851393 10859834 g4
05 1 10860308 11634301 g7
05 1 11634418 11751862 g6
05 1 11751977 11843842 g7
05 1 11843900 11844145 g6
05 1 11844166 11844568 g7
05 1 11844595 11877829 g6
05 1 11880126 11985655 g7
05 1 11987702 35242655 g6
05 1 35242924 35421125 g7
05 1 35434304 35486080 g6
05 1 35533497 36340306 g7
05 1 36340309 37786566 g6
05 1 37786578 37787552 g7
05 1 37788378 37815382 g6
05 1 37817542 37817612 g7
05 1 37818017 37856828 g6
05 1 37856838 38947484 g7
05 1 38947508 40077580 g6
05 1 40077593 40644037 g7
05 1 40644181 41853232 g4
06 0 1 1186394 g4
06 0 1187326 1187449 g7
06 0 1187474 1187474 g4
06 0 1187596 1540415 g7
06 0 1540497 1540609 g3
06 0 1553942 1634485 g7
06 0 1634743 1662731 g3
06 0 1662736 1662764 g7
06 0 1662975 1663126 g3
06 0 1663180 1663213 g7
06 0 1663360 1687781 g3
06 0 1687824 1718303 g7
06 0 1718309 1719797 g3
06 0 1722930 1722930 g7
06 0 1722948 1901056 g3
06 0 1901059 1906837 g7
06 0 1907063 1992698 g3
06 0 1992714 2265216 g7
06 0 2265319 2265444 g3
06 0 2265454 3126663 g7
06 0 3126694 3126946 g4
06 0 3127002 3328610 g7
06 0 3328666 3328780 g4
06 0 3329035 3329770 g7
06 0 3329914 3339220 g4
06 0 3339322 3345970 g7
06 0 3345985 3403040 g4
06 0 3403134 3404668 g7
06 0 3404714 3456020 g4
06 0 3456040 3470753 g7
06 0 3470768 3474960 g4
06 0 3476701 3530859 g7
06 0 3532136 3575402 g4
06 0 3575654 4009002 g7
06 0 4009719 4077515 g6
06 0 4079683 4495423 g7
06 0 4495976 7156636 g4
06 0 7156643 7166610 g7
06 0 7166656 7166751 g4
06 0 7166802 7166802 g7
06 0 7166833 7191437 g4
06 0 7191446 7796747 g7
06 0 7796857 7796890 g4
06 0 7797237 7852735 g7
06 0 7852750 7852803 g4
06 0 7852808 7853015 g7
06 0 7853028 7880401 g4
06 0 7880443 7914831 g7
06 0 7915108 8008959 g4
06 0 8009009 8011304 g7
06 0 8011326 8011620 g4
06 0 8011638 8023361 g7
06 0 8036598 29535323 g4
06 0 29535326 29535440 g7
06 0 29535449 29535465 g4
06 0 29535527 32941834 g7
06 0 32941845 37593364 g4
06 1 1 935269 g7
06 1 935321 935329 g6
06 1 939354 939640 g7
06 1 942769 943006 g6
06 1 943099 943193 g7
06 1 943197 948017 g6
06 1 948055 949443 g7
06 1 950095 1044199 g6
06 1 1044214 1044398 g7
06 1 1044431 1168497 g6
06 1 1178647 3329578 g7
06 1 3329770 3329914 g6
06 1 3330111 3343258 g7
06 1 3343273 3345594 g6
06 1 3345738 3345985 g7
06 1 3348258 4547302 g6
06 1 4547371 4547371 g7
06 1 4547383 4547383 g6
06 1 4547389 4905774 g7
06 1 4905837 4905961 g4
06 1 4905973 4986914 g7
06 1 4986917 6397053 g4
06 1 6398594 6457239 g7
06 1 6457272 6469230 g4
06 1 6469268 6469268 g7
06 1 6469441 8075880 g5
06 1 8078870 8087477 g7
06 1 8087488 8087755 g5
06 1 8088968 8266127 g7
06 1 8279093 8279127 g5
06 1 8279133 11048286 g7
06 1 11048308 11048575 g5
06 1 11048586 11074079 g7
06 1 11074085 11124656 g5
06 1 11124670 11364570 g7
06 1 11364591 11364755 g5
06 1 11364828 11365533 g7
06 1 11365595 11365595 g5
06 1 11365652 11403185 g7
06 1 11406753 12450679 g5
06 1 12450685 13331765 g7
06 1 13331772 13920684 g5
06 1 13920715 13920715 g7
06 1 13920719 13920719 g5
06 1 13920735 13948819 g7
06 1 13948893 13955077 g5
06 1 13955133 13955133 g7
06 1 13955139 14099519 g5
06 1 14099530 14110878 g7
06 1 14111111 14143374 g5
06 1 14145542 15402705 g7
06 1 15403153 15404318 g4
06 1 15414665 20049690 g7
06 1 20049825 21050213 g4
06 1 21050264 21454691 g7
06 1 21454853 21454853 g4
06 1 21454876 21521605 g7
06 1 21521613 22465704 g3
06 1 22466940 22467673 g7
06 1 22467696 23025285 g3
06 1 23025848 23029138 g7
06 1 23030224 23166506 g3
06 1 23166692 24199131 g7
06 1 24569536 24581282 g4
06 1 24581422 24581583 g7
06 1 24687312 24690109 g4
06 1 24690394 24693614 g7
06 1 24693661 25166663 g4
06 1 25166881 25170347 g3
06 1 25170350 25173719 g4
06 1 25173724 25281935 g7
06 1 25281944 25281944 g3
06 1 25281961 25281974 g7
06 1 25281990 25282522 g3
06 1 25282528 25282606 g7
06 1 25283672 25283672 g3
06 1 25283693 25285243 g7
06 1 25285350 25288109 g3
06 1 25288179 25288179 g7
06 1 25288234 27204320 g3
06 1 27204488 27204488 g7
06 1 27204518 27817717 g3
06 1 27817754 27942231 g7
06 1 27942267 28177548 g3
06 1 28177571 28178057 g7
06 1 28178197 28189798 g3
06 1 28189815 28194810 g7
06 1 28195125 28203729 g3
06 1 28203759 28203759 g7
06 1 28203779 28244094 g3
06 1 28244108 29579391 g7
06 1 29579560 30138677 g6
06 1 30138749 30519129 g7
06 1 30519136 30808958 g5
06 1 30808964 31020394 g7
06 1 31020497 31036540 g5
06 1 31036543 31042826 g7
06 1 31042840 32941545 g5
06 1 32941572 32942170 g7
06 1 32942193 32947486 g5
06 1 32947522 33063759 g7
06 1 33067910 33068661 g5
06 1 33068669 33068845 g7
06 1 33068877 33069503 g5
06 1 33069542 33069674 g7
06 1 33070025 33074727 g5
06 1 33074847 33077760 g7
06 1 33078804 33112114 g5
06 1 33112829 33114886 g7
06 1 33115172 33115385 g5
06 1 33116380 33116638 g7
06 1 33116673 33118038 g5
06 1 33118132 33525681 g7
06 1 33525711 36891452 g4
06 1 36891461 36892378 g7
06 1 36892388 36922235 g4
06 1 36922242 36923651 g7
06 1 36925225 37593364 g4
07 0 1 11040546 g4
07 0 11040586 11204107 g7
07 0 11210235 13283672 g6
07 0 13283703 13285112 g7
07 0 13285115 13297578 g6
07 0 13297615 15622913 g7
07 0 15622922 15957738 g6
07 0 15957741 21693986 g7
07 0 21694034 21734267 g6
07 0 21734327 21734522 g7
07 0 21734794 21933520 g6
07 0 21933638 27783486 g7
07 0 27783498 27783590 g6
07 0 27783606 27784945 g7
07 0 27784963 27809339 g6
07 0 27809562 27876288 g7
07 0 27876307 27876367 g6
07 0 27876417 28812779 g7
07 0 28812827 30615997 g4
07 0 30616030 30839292 g7
07 0 30839304 31035168 g5
07 0 31038826 31437327 g7
07 0 31437504 33651914 g4
07 0 33652253 35028021 g7
07 1 1 2885375 g6
07 1 2888055 3013887 g7
07 1 3013965 4070611 g4
07 1 4070634 4189744 g7
07 1 4189842 4258042 g4
07 1 4258058 4387913 g7
07 1 4387916 5565293 g6
07 1 5565317 5565506 g7
07 1 5565519 5565519 g6
07 1 5565533 5565533 g7
07 1 5592840 8295789 g6
07 1 8295814 8840239 g7
07 1 8840244 9134505 g6
07 1 9134557 9385053 g7
07 1 9385067 28990992 g6
07 1 28991014 29187882 g7
07 1 29187954 29209464 g6
07 1 29209611 29209678 g7
07 1 29209684 29442301 g6
07 1 29442583 29442685 g7
07 1 29442709 30839172 g6
07 1 30839222 30839652 g7
07 1 30839689 30839914 g6
07 1 30839925 30839967 g7
07 1 30847854 31147238 g6
07 1 31147283 31147283 g7
07 1 31157217 31192048 g6
07 1 31192064 32485579 g7
07 1 32486594 33320556 g4
07 1 33320607 33320607 g7
07 1 33320700 33320700 g4
07 1 33320712 33400359 g7
07 1 33400675 33400675 g3
07 1 33400696 33559666 g7
07 1 33559775 33559775 g5
07 1 33559791 33590600 g7
07 1 33590612 33592250 g5
07 1 33592259 33592259 g7
07 1 33592286 35028021 g5
08 0 1 18955696 g4
08 0 18955720 22158894 g7
08 0 22158911 31818159 g5
08 0 31818176 32121915 g7
08 0 32121930 32121981 g5
08 0 32122111 32124141 g7
08 0 32124400 32634792 g5
08 0 32634822 32635856 g7
08 0 32635928 32635928 g5
08 0 32636086 32650107 g7
08 0 32650241 32652064 g5
08 0 32652124 32718050 g7
08 0 32718118 32718163 g5
08 0 32718491 32718558 g7
08 0 32718578 32718805 g5
08 0 32718834 32719218 g7
08 0 32719225 32774027 g5
08 0 32774050 33182978 g7
08 0 33183824 33383264 g5
08 0 33383574 33383610 g7
08 0 33384900 33384900 g5
08 0 33384950 33385436 g7
08 0 33385443 33832459 g5
08 0 33832608 33832608 g7
08 0 33836667 33878466 g5
08 0 33878541 33944952 g7
08 0 33945027 44889171 g4
08 1 1 10949363 g6
08 1 10949534 11045758 g7
08 1 11045807 11045869 g6
08 1 11046829 11107942 g7
08 1 11108249 11108560 g6
08 1 11109387 11117379 g7
08 1 11117561 11117669 g6
08 1 11117672 11117720 g7
08 1 11117735 18043797 g6
08 1 18043819 18043889 g7
08 1 18043892 18982281 g6
08 1 18982320 19535812 g7
08 1 19536569 38858355 g6
08 1 38858358 38858386 g7
08 1 38858393 38858393 g6
08 1 38858397 38858705 g7
08 1 38858782 38863222 g6
08 1 38863344 40054644 g7
08 1 40054692 40420038 g5
08 1 40420490 40420490 g7
08 1 40420525 40428388 g5
08 1 40428534 40489221 g7
08 1 40500585 40500668 g5
08 1 40500941 40502128 g7
08 1 40503510 40532057 g5
08 1 40532063 40532366 g7
08 1 40532412 40532412 g5
08 1 40532444 40629458 g7
08 1 40633959 40635382 g5
08 1 40637315 40854191 g7
08 1 40854198 40905836 g5
08 1 40907116 41614234 g7
08 1 41614269 41614390 g3
08 1 41614394 41638567 g7
08 1 41638804 41649780 g3
08 1 41649803 41649803 g7
08 1 41649819 41673929 g3
08 1 41674275 41711673 g7
08 1 41711702 41721998 g3
08 1 41723258 41730386 g7
08 1 41730606 41730606 g3
08 1 41730619 41730619 g7
08 1 41731769 41731877 g3
08 1 41731889 41732685 g7
08 1 41732799 41739417 g3
08 1 41739429 41739478 g7
08 1 41739623 41767600 g3
08 1 41767742 41912816 g7
08 1 41912902 41912902 g3
08 1 41912915 41917736 g7
08 1 41917743 42036024 g3
08 1 42036047 42036047 g7
08 1 42036059 42065501 g3
08 1 42065720 44889171 g7
09 0 1 8124039 g4
09 0 8124055 8125272 g7
09 0 8125278 38537690 g4
09 0 38537713 38538144 g5
09 0 38538177 38538498 g7
09 0 38538516 38538516 g4
09 0 38538531 38547337 g7
09 0 38547379 38547379 g5
09 0 38547413 38547557 g7
09 0 38547955 38547955 g5
09 0 38548018 38627112 g4
09 0 38627157 38627198 g7
09 0 38627322 38627677 g4
09 0 38627707 38650886 g7
09 0 38650921 40056060 g4
09 0 40056079 40455518 g7
09 0 40455578 40481521 g6
09 0 40486702 40486744 g7
09 0 40486856 40486897 g6
09 0 40487059 40487373 g7
09 0 40487446 40560045 g6
09 0 40560054 40560054 g7
09 0 40561845 41306725 g6
09 1 1 931823 g7
09 1 931829 1549655 g6
09 1 1549676 2019411 g7
09 1 2019426 3900667 g4
09 1 3900671 4010707 g7
09 1 4010764 5143963 g3
09 1 5143980 5145227 g7
09 1 5145274 5188396 g3
09 1 5188443 5321152 g7
09 1 5321209 8156786 g3
09 1 8156819 8703329 g7
09 1 8703479 9618635 g4
09 1 9628443 9797050 g7
09 1 9797055 10344872 g3
09 1 10346812 11069022 g7
09 1 11069060 11133055 g5
09 1 11133065 11150742 g7
09 1 11150783 11211773 g5
09 1 11212186 11212564 g7
09 1 11212599 11221583 g5
09 1 11221591 11251852 g7
09 1 11251857 11312814 g5
09 1 11312871 11312871 g7
09 1 11312874 11312874 g5
09 1 11312886 11312886 g7
09 1 11312907 11671733 g5
09 1 11675486 11783461 g7
09 1 11786002 11786107 g5
09 1 11786158 12330950 g7
09 1 12330962 37674289 g4
09 1 37674388 37897845 g7
09 1 37897878 41306725 g6
10 0 1 37674811 g4
10 1 1 26033427 g4
10 1 26033496 26582573 g7
10 1 26582582 26582594 g5
10 1 26582624 26588162 g7
10 1 26590399 26603877 g5
10 1 26603887 26604168 g7
10 1 26605134 29225040 g5
10 1 29260925 29260925 g7
10 1 29260989 29261720 g5
10 1 29262040 29385940 g7
10 1 29386003 29589602 g5
10 1 29589711 29611602 g7
10 1 29611643 29651402 g5
10 1 29651526 29651570 g7
10 1 29651670 29678501 g5
10 1 29678512 29692574 g7
10 1 29692638 29693293 g5
10 1 29693347 29708497 g7
10 1 29708567 29708966 g5
10 1 29709050 29709050 g7
10 1 29709071 29710457 g5
10 1 29713404 29713423 g7
10 1 29713579 29714661 g5
10 1 29714676 30491479 g7
10 1 30492861 32331619 g4
10 1 32347313 34226383 g7
10 1 34226865 37674811 g4
11 0 1 23377373 g4
11 0 23377377 24108003 g7
11 0 24108093 24161219 g6
11 0 24161225 24161487 g7
11 0 24161492 24185523 g6
11 0 24185544 24203785 g7
11 0 24203794 24203797 g6
11 0 24203831 24222252 g7
11 0 24222285 24222488 g6
11 0 24222493 24222552 g7
11 0 24222578 24231128 g6
11 0 24231383 24768102 g7
11 0 24768246 25338390 g4
11 0 25338411 25364291 g7
11 0 25364813 25364813 g4
11 0 25366676 25367014 g7
11 0 25367942 25396101 g4
11 0 25396125 26110727 g7
11 0 26110800 26111381 g6
11 0 26111554 26137320 g7
11 0 26221731 27150484 g6
11 0 27150542 27157397 g7
11 0 27162662 27165457 g6
11 0 27170466 27210045 g7
11 0 27210069 27954350 g6
11 1 1 755256 g6
11 1 763700 784717 g7
11 1 784742 784746 g6
11 1 784837 785250 g7
11 1 785999 849418 g6
11 1 849474 1085054 g7
11 1 1085078 1116294 g6
11 1 1116342 1204828 g7
11 1 1218064 1218064 g6
11 1 1218071 1232276 g7
11 1 1232305 1232620 g6
11 1 1232648 1526000 g7
11 1 1526036 1993718 g4
11 1 1993726 2006004 g7
11 1 2006034 2304220 g4
11 1 2304282 2339610 g7
11 1 2366579 2528074 g4
11 1 2528128 2530072 g7
11 1 2589251 2635715 g5
11 1 2635718 2636162 g7
11 1 2636177 3482616 g5
11 1 3484141 3836831 g7
11 1 3836839 9137808 g4
11 1 9137818 10295470 g7
11 1 10298693 27954350 g6
