chr	start	end	AA	BB
chr04	25707067	26383708	0.330425177184737	0.64792203477957
chr04	26383726	26699740	0.3277142916413526	0.67451285341052
chr04	26724238	27432076	0.37029120970722634	0.6314461086033525
chr04	27432110	28013022	0.3567022829592674	0.6271965667032877
chr04	28013037	28600489	0.31399691792229756	0.702108783920371
chr04	28608417	29554803	0.36120851417194216	0.6347169298016347
chr04	29592574	30119182	0.34029477373116607	0.662259355185394
chr04	30240294	30742987	0.35450085616308824	0.6468583596323637
chr04	30750043	31352733	0.3515048182965884	0.6423827879393751
chr04	31379387	31699656	0.33111624436312687	0.6719436570710818
chr04	31699686	32132873	0.3550318101707532	0.6451489430374545
chr04	32142474	33109658	0.35240927005087935	0.6250544093736821
chr04	33109662	33475843	0.3313312512367527	0.6441596215545184
chr04	33475856	34033527	0.34867142363010234	0.6181078008962329
chr04	34062297	34420440	0.32378431553928677	0.6642155086521712
chr04	34420458	34910162	0.36379519058551557	0.6179936856966063
chr04	34948417	35438052	0.35021405042661025	0.6662243705363894
chr04	35584310	35841700	0.35967536448667115	0.6414890522750634
chr04	35852173	36232651	0.3305832176778728	0.6742354277858525
chr04	36292220	36887612	0.3643390375231341	0.6117774941710172
chr04	36887613	37039672	0.3598869337860333	0.5935818573783087
chr05	41154	493677	0.35023725107788944	0.6560970475485984
chr05	524956	1082239	0.3448906060600216	0.6433531493829052
chr05	1104718	1952866	0.36925405805041744	0.6334393992032297
chr05	1992970	2352683	0.39694133251214686	0.6107032834404029
chr05	2375171	2884892	0.3435179382901085	0.6453114719870088
chr05	2916576	3574464	0.3355627363382071	0.6653335643836557
chr05	3574530	4178999	0.3456243320941013	0.6836181146127082
chr05	4211654	4641258	0.3514905790561782	0.6231294395888102
chr05	4663099	5120730	0.3321984132114628	0.641731564056769
chr05	5120737	5430172	0.31966738946095635	0.686656552821123
chr05	5430199	5936037	0.31367774464030784	0.7075368651661762
chr05	5936056	6303850	0.3841885338939331	0.6094996892953427
chr05	6303854	7170630	0.36132077659894996	0.6696552568458847
chr05	7170641	7488056	0.32107788524183517	0.6950343756190352
chr05	7494994	7838670	0.32985248889528657	0.6738694990431748
chr05	7838687	8187516	0.33021648630897027	0.6682023003024784
chr05	8187519	8838691	0.334727212451471	0.708978820432168
chr05	8857026	9175485	0.373793040232529	0.6281820728035945
chr05	9175525	9966288	0.36307541583756997	0.6297603228498923
chr05	9966314	10694187	0.35212690235682353	0.6893683740973038
chr05	10694215	11141648	0.36728665563809265	0.609419952827702
chr05	11153502	12185706	0.33955908409791324	0.5716537917332056
chr05	12185715	16317638	0.33051816533407624	0.6747879546237127
chr05	16553897	18268027	0.32992795966955796	0.7036746822392739
chr05	18268033	19607897	0.36815893006487344	0.6584658191997399
chr05	19684171	21021028	0.33651719872839303	0.6843000362518377
chr05	21093924	22118909	0.3422919733881274	0.6600036910559454
chr05	22126163	24101527	0.35068696341736255	0.666541058798203
chr05	24115778	26005161	0.3373875159245293	0.6540582550781563
chr05	26005173	28252413	0.31496465201129165	0.7000005867108257
chr05	28252459	32115325	0.36708462014731724	0.653467293800015
chr05	32115677	33103687	0.35383106172666806	0.6465991165575518
chr05	33137438	33962243	0.37270156392885384	0.6315897115491589
chr05	33975136	34776450	0.3205231500518555	0.685079947923662
chr05	34784495	35690953	0.3355013186994021	0.6833012251602036
chr05	35698148	36311488	0.35344320060801865	0.6572256937394404
chr05	36311499	36927337	0.33407882349577295	0.6763814828176329
chr05	36938519	37232234	0.3140007541095765	0.6896731163093109
chr05	37548330	37988159	0.3312593298057158	0.6645877738741236
chr05	38010813	38481304	0.32310131516107177	0.6503640600129703
chr05	38580364	38964472	0.325320709834619	0.7079538508944336
chr05	38990862	39345463	0.35456152475529723	0.6630575557567792
chr05	39345538	39674899	0.3500001797113405	0.6206145267610048
chr05	39687160	40424460	0.3467129032168002	0.6494830394390578
chr05	40424510	40995599	0.3318450932665534	0.6897930828807709
chr05	41038319	41489423	0.3544328069317728	0.6514670124794893
chr05	41489424	41717309	0.35420081002148834	0.6447745977856358
chr06	97902	607681	0.13828460639762175	0.7786870917237063
chr06	634671	1505760	0.3215181447979009	0.6690588848144907
chr06	1505779	2156926	0.3273028549950349	0.634358148156317
chr06	2156939	2795636	0.2970504582752258	0.6725303262890973
chr06	2805038	3319088	0.34035077432335864	0.6212516209115654
chr06	3319644	4060355	0.3531263253459469	0.638806892982493
chr06	4094167	4480512	0.31481519793143614	0.6472961819820371
chr06	4483245	4878544	0.3329553975055861	0.6692814317056266
chr06	4885178	5306253	0.3435026316018249	0.6549910236440583
chr06	5306273	5794747	0.33875158764471197	0.6503065377098033
chr06	5823968	6330933	0.35520916378887096	0.6621204180691834
chr06	6382575	6850247	0.3547819387107442	0.6578800230013284
chr06	6850253	7173789	0.32989596680053396	0.5629105763910979
chr06	7173801	7715672	0.3318225965956889	0.6615846740903663
chr06	7802729	8001607	0.33120860324683415	0.6813273834608216
chr06	8001623	8480692	0.3749487938553133	0.6315681457057489
chr06	8494351	8843019	0.35663151764415696	0.6607659505827502
chr06	8852528	9394237	0.3112883545241494	0.6944544732762915
chr06	9395808	9893939	0.32805811006840696	0.6766531370687033
chr06	9893966	10392103	0.3477109055057387	0.6555520551250571
chr06	10394822	11038308	0.3765436073373215	0.6340573698583317
chr06	11038335	11587849	0.36536204333073463	0.6425061091127646
chr06	11587873	11896320	0.31999076148060834	0.6734554319319438
chr06	11991555	12622061	0.3603015538655236	0.6157402197697602
chr06	12622071	13980438	0.33526592169472885	0.6740937095017003
chr06	14002795	15269481	0.341651751069854	0.6774970413129356
chr06	15269502	16076218	0.32895864979423367	0.6911216453985612
chr06	16175967	17142611	0.3535675969286544	0.6746324304427714
chr06	17147987	19688140	0.31442467263529966	0.6956164882675091
chr06	19688208	21349634	0.37550146242536725	0.6330163552731265
chr06	21434154	22495831	0.3571288248690436	0.6434650012805033
chr06	22495857	23348364	0.34437485201788326	0.6697241835454069
chr06	23351172	24877967	0.36295964944833436	0.651072244592418
chr06	24877971	26017211	0.3567259269978605	0.6394931969886913
chr06	26018046	27802314	0.3419266161420878	0.6613147944213448
chr06	27857903	28947448	0.3372202103991984	0.650777991008598
chr06	28947479	29563911	0.3265450756935456	0.6769244632923365
chr06	29592894	30209365	0.3522518916766837	0.6860442505160788
chr06	30226351	30664897	0.3464903798245975	0.6589248731736365
chr06	30688660	31352958	0.3261290367726328	0.6845016715271242
chr06	31352993	32040392	0.3176606508616062	0.6792415473112535
chr06	32040423	32719940	0.3590546616194964	0.6696325451567094
chr06	32720839	33787872	0.3515435910866911	0.6372155525392446
chr06	33787879	34360561	0.3415103321228489	0.6696932582186444
chr06	34369811	34651900	0.3452151724692319	0.6439077627017521
chr06	34715709	35439946	0.054113919958432954	0.9025424113189509
chr06	35439969	35927649	0.0017552969597261225	0.9741269214652624
chr06	35927657	36232166	0.0026192185917644703	1
chr06	36235765	36994490	0.008645268545132164	1
chr06	36994491	37576547	0.0022661501652045113	1
chr07	64700	653562	0.002384608705136033	0.9753151031310239
chr07	661146	1196067	0.0025694565987181765	1
chr07	1196070	1829949	0.00434511444391741	1
chr07	1847587	2231923	0.03676542833895737	1
chr07	2231968	2824509	0.008242918608880493	0.9590449556218207
chr07	2824555	3259249	0.000916713247041991	0.9867049626499748
chr07	3259273	3645136	0.003363707312199073	0.9870860660146168
chr07	3667372	4230654	0.001778274737731689	1
chr07	4240004	4551577	0.0005158789638548973	1
chr07	4564108	4892397	0.0056160431887870964	1
chr07	4959274	5420224	0.022715845524150912	1
chr07	5420257	5757534	0.003910307681940719	1
chr07	5757566	6376172	0.007567936194828882	1
chr07	6381632	6913419	0.0022699324415890337	1
chr07	6913443	7215110	0.009599634408241667	0.999810351442638
chr07	7220741	7773522	0.004138916735838938	1
chr07	7773582	8267142	0.00550758584201645	1
chr07	8267191	8647786	0.002009328308302091	1
chr07	8660962	9208473	0.0015667925256724633	0.9984691928300335
chr07	9210380	9689556	0.00579230617446811	0.9944159755763639
chr07	9725924	10126057	0.002435753765506961	0.988818009733741
chr07	10183593	10839523	0.0015816854505452018	0.9633070966258629
chr07	10877535	11851427	0.007258766525535138	0.9799703165923125
chr07	11854189	13057590	0.0031420934418255123	1
chr07	13153719	15361927	0.017114786655272853	1
chr07	15372950	17352921	0.0011697776081642523	1
chr07	17352934	21821646	0.0005324835651251245	0.952237142278596
chr07	21932597	24888857	0.09551184389749326	0.9448581766166255
chr07	24888875	26920269	0.08770201919337722	0.918113800014675
chr07	26920281	27576919	0.003089134744224399	0.9873657619113624
chr07	27683283	28230370	0.002112618041684691	0.9650867175412712
chr07	28322465	29529965	0.036652668737453674	1
chr07	29575165	30443934	0.002889994969878813	0.9959139080612222
chr07	30480677	31219472	0.014680239171782333	0.9948215646682437
chr07	31219477	31673168	0.1665140249329534	0.8315275800416873
chr07	31756831	32257033	0.35641015298114387	0.6429854213989651
chr07	32291685	32812209	0.35480759395199263	0.673594357110858
chr07	32812222	33085009	0.3728926378445981	0.6496170798320056
chr07	33117290	33507174	0.3207171211472677	0.6550531427437343
chr07	33507199	33963480	0.33230809660983324	0.6617154888430637
chr07	34026403	34329483	0.3532217949512434	0.650240871230926
chr07	34352996	34864408	0.10700740087613357	0.9211731519543483
chr07	34864409	35021330	0.0684681897126179	0.9709352554094919
chr08	60355	883088	0.3524599752991324	0.6526696056058844
chr08	928379	1400977	0.3362868486217859	0.6584930890453288
chr08	1424042	1652293	0.32218792776543154	0.6799712514719507
chr08	1660985	2000619	0.3448793981550626	0.6438780284221571
chr08	2011492	2885131	0.3381448739191629	0.6538883009244881
chr08	2950109	3509477	0.3402733157621589	0.6638132208861389
chr08	3545567	4072800	0.35347090290906097	0.6444508034148988
chr08	4077666	4489948	0.33008252937043486	0.6509594005797082
chr08	4578419	5179791	0.34287982722260624	0.6316958940801759
chr08	5226297	5856035	0.32646202767061283	0.6744435104718152
chr08	5892266	6922439	0.3230813765036754	0.677654958392521
chr08	6922456	7691855	0.31555776390443285	0.6878325323449755
chr08	7742205	8066484	0.3564985147381739	0.6395819073876631
chr08	8078195	8673411	0.3162882543756219	0.6862980439925255
chr08	8673455	9233987	0.3681836645971571	0.6364708549484356
chr08	9254004	9895422	0.33754669002753185	0.6749725203594056
chr08	10163204	10698371	0.28607226072115144	0.683098975079471
chr08	10747941	12471201	0.3241502383006838	0.6937071377569167
chr08	12496871	14854229	0.31723344201436426	0.6591408523384691
chr08	14899947	15791335	0.3478723623231451	0.6436102443180681
chr08	15813058	17286051	0.3764903625549089	0.6214008878785784
chr08	17286078	19722774	0.3679989059923706	0.6375559266107134
chr08	19722998	22614642	0.32023390838121535	0.6888711935271256
chr08	22617995	25111817	0.3248930422388928	0.6747750118727813
chr08	25112005	27102296	0.3252038533800332	0.6805740696565484
chr08	27103397	29207620	0.34404980878722374	0.6614546554979358
chr08	29484763	32518533	0.29852441423912907	0.7017872990188445
chr08	32519054	33276048	0.3431797055196677	0.6567841160823994
chr08	33284675	34556706	0.31676808232025183	0.6855912255760978
chr08	34556709	35190779	0.31588204331060893	0.6866341985516015
chr08	35190788	35809780	0.3506301688323112	0.6439982755997521
chr08	35844772	36288002	0.3448429290012826	0.6549806732052388
chr08	36296537	36881994	0.3415410640779743	0.6428874153460217
chr08	36882044	37237264	0.3238615168589484	0.6725900599454955
chr08	37237283	38071862	0.32829999324577297	0.6550098732631661
chr08	38085944	38658333	0.3395064866160169	0.6549455395131785
chr08	38666037	39429160	0.32931881400928037	0.6702402831609177
chr08	39429201	40041005	0.3549001811785464	0.6410504335476339
chr08	40041011	40534083	0.36072861971044784	0.6440173137130196
chr08	40534088	41342604	0.33731790838084663	0.647470015185391
chr08	41342637	41766363	0.3203102310759044	0.6352502037129222
chr08	41768318	42474914	0.31107576764332096	0.6983186347005323
chr08	42474968	42985768	0.3918605907423685	0.5910148612441057
chr08	42985791	43491798	0.32934829150475886	0.6622032198652291
chr08	43550593	43966624	0.33005058574905877	0.6819494564090495
chr08	43966656	44655152	0.35865361279633506	0.6874650883229474
chr08	44655153	44859922	0.35935114502984955	0.6345404373990752
chr09	51113	679088	0.4425697840876992	0.5507275893511971
chr09	679102	883095	0.6964914393086055	0.30953091074929945
chr09	883105	1322055	0.6401616348702308	0.36611321147620285
chr09	1339933	2025957	0.6636240489013875	0.3442656994044229
chr09	2025980	2323047	0.7038544327163375	0.3067794643681627
chr09	2345864	2757926	0.6790548058147272	0.3056989442543526
chr09	2757996	3090285	0.6939258624323628	0.24297084839667904
chr09	3090311	3402998	0.6031771136954208	0.4135103241026086
chr09	3408657	3668166	0.6780885228600534	0.3230028472391293
chr09	3668181	4047077	0.6696626588816765	0.33846806347778013
chr09	4080777	4409961	0.6117998247366779	0.37136788124650727
chr09	4429877	4873520	0.6041457648080197	0.4178964398805863
chr09	4892580	5337617	0.3789030241791293	0.6327078118593052
chr09	5337621	5873929	0.3292358260742335	0.6710903394025055
chr09	5884108	6318971	0.3435221422374121	0.6144474644739806
chr09	6318974	7220183	0.3830204296309352	0.6441807538739321
chr09	7251642	7582278	0.3211501984366482	0.6794656193246258
chr09	7607269	8051762	0.3250158739788371	0.6653150300643172
chr09	8051791	8447929	0.2765242336912152	0.7142826155184648
chr09	8447958	8848738	0.3308579254684768	0.6929669499329995
chr09	8864504	9280623	0.32666033143051576	0.664948225425463
chr09	9341400	9806269	0.35644850511196136	0.6452245715566604
chr09	9806298	10352219	0.34869027511198614	0.6581092227543862
chr09	10375847	10995635	0.3473312966134789	0.6568453593625359
chr09	10995643	11621256	0.36172932093189347	0.6448604065250044
chr09	11621295	12298020	0.45009173472117875	0.5732712563825236
chr09	12307235	12919581	0.3460229241967018	0.6567799233003655
chr09	12919616	14976231	0.3725586419042224	0.6259293667953733
chr09	14976329	17927347	0.33159233250191483	0.5775246407235015
chr09	18088580	19698280	0.35791499584646785	0.6425555884313331
chr09	19698315	23695642	0.3357862309223105	0.685652012631552
chr09	23695676	26633372	0.3488198050559053	0.6980181233674603
chr09	26633384	28459644	0.3187050695708904	0.7315817121686392
chr09	28459656	30828144	0.3575339218378655	0.6395377440409528
chr09	31075378	32425242	0.36279245846667985	0.6072628011367293
chr09	32425250	34049499	0.319676291779372	0.6791892153994517
chr09	34066539	34443691	0.35210194922019555	0.6469932429008131
chr09	34448390	35054716	0.32806803254847233	0.6994372752728473
chr09	35104539	35739165	0.35332822129491165	0.6580149694377176
chr09	35739180	36105984	0.3517537200258675	0.6668341307573301
chr09	36105997	36864111	0.33893868973174596	0.6818350493384703
chr09	36864119	37048485	0.3541050514954753	0.6602996218272832
chr09	37100594	37642303	0.33467875342094117	0.6666154490225092
chr09	37686402	38640934	0.3075171953383695	0.7254937489206778
chr09	38641384	39449050	0.4365850175738449	0.5598674624138844
chr09	39449057	39822375	0.6452409220320866	0.46544548872864844
chr09	39836643	40345791	0.6651112256869647	0.36602136639600275
chr09	40345816	40775870	0.6798873810424967	0.3593663467125431
chr09	40775871	41302964	0.6624320322921906	0.3905441566415094
chr10	520083	4126844	0.3290754419689057	0.6367562852247627
chr10	4240041	5449757	0.36514570699565274	0.6383860617901301
chr10	5465991	7770301	0.33385369134388854	0.6603116607223908
chr10	7924956	9973023	0.3451832209233504	0.6495375550741984
chr10	10021851	11666630	0.37300528665699717	0.6086647926453889
chr10	11697552	13957889	0.3418076692332559	0.6402457210933729
chr10	14005480	14707443	0.3303695947107547	0.6737422718109448
chr10	14856436	15547298	0.34213397251552896	0.6642206600616517
chr10	15547307	16816663	0.3226038190663831	0.6779511047992193
chr10	16911543	17697070	0.3513148130976145	0.6396491521253954
chr10	17705183	19089434	0.3224612135457215	0.6515885296205189
chr10	19338569	21601452	0.33999261570499417	0.6625085589147556
chr10	21607761	22752947	0.37441998206247257	0.6329322083173157
chr10	22752977	23118741	0.33565701110387697	0.6777233871622017
chr10	23198937	23756747	0.38148606884413466	0.6130968717076882
chr10	23811357	24492141	0.3441927376508679	0.6346545577020231
chr10	24534962	25026866	0.3449127822100328	0.6637620011524926
chr10	25026915	25436210	0.3361267890725874	0.5570194099982371
chr10	25441501	25915865	0.31869796753275964	0.6881859597753381
chr10	25915906	26494104	0.36573613591821685	0.6060003924025913
chr10	26536726	27136412	0.33141335301391756	0.6485231547999742
chr10	27169928	27574126	0.3585835338401685	0.6367866382370008
chr10	27574136	28016097	0.337221023141075	0.6385707287337079
chr10	28016105	28330089	0.272177576760527	0.649811270209882
chr10	28341020	28945952	0.3187533947249695	0.6659090071757425
chr10	28969795	29482056	0.3676088731868548	0.6289355924619268
chr10	29496531	29902284	0.32453924129498746	0.6785818677913942
chr10	29902338	30381990	0.36287735509259283	0.6290073718443643
chr10	30382081	30648207	0.3803222807948152	0.5866625498523977
chr10	30648214	31049425	0.1121826046488578	0.8858184706178155
chr10	31049441	31276410	0.006982782977768562	0.9427061530085222
chr10	31285129	31603551	0.00434728296917408	0.9966949449164246
chr10	31621293	31892406	0.0007218247645026238	0.9902201829509205
chr10	31918881	32178246	0.0	0.996111868513973
chr10	32219579	32676799	0.0012595180342582825	1
chr10	32731123	33413749	0.0011440782860405846	0.9987163112525195
chr10	33427610	34046980	0.0030221717743690586	0.8852668610435043
chr10	34108892	34499676	0.00231854045707563	1
chr10	34574816	34973555	0.031152262630505072	0.9222762401608023
chr10	35013679	35372874	0.0013164618210238033	0.9720008717469878
chr10	35382702	35614800	0.003050005230557417	0.9840830370661396
chr10	35614851	36162868	0.001212770712603901	0.9895696560164702
chr10	36162920	36816784	0.000966582867067275	0.9298999384863648
chr10	36849858	37489478	0.00616167215601589	0.9316569154762061
chr10	37489479	37602151	0.004623849497929217	1
chr11	182113	662330	0.005592804999709643	0.9941775482497816
chr11	662355	1361351	0.00197218259063043	1
chr11	1361366	1753097	0.002249208248150889	0.936752469594396
chr11	1753130	2450439	0.002282074290720492	0.9833374249432549
chr11	2498910	3472433	0.002512439723796595	1
chr11	3478695	4191510	0.0032653626625982974	1
chr11	4191571	5133902	0.002352838024737408	1
chr11	5180346	5712644	0.0040000327850034266	1
chr11	5748693	6291617	0.0026773215863307174	0.9762163532330606
chr11	6313094	7052722	0.0033443618002850224	0.9671347185284351
chr11	7120407	8658473	0.0007524904869810593	1
chr11	8658516	9397621	0.0007579436766836822	0.9743566159571929
