chr	start	end	V	T	S	E	B	A_z	A_u	A_s	A_m	A_j	A_b
chr01	3825254	3948235	0.0007174768266895964	0.008205181925023524	0.0037154148703803127	0.0011140432926750178	0.013794165867910685	0.00471586509043352	0.0010924847338377804	0.01958474136751991	0.4511352740602892	0.0009288362346872986	0.47999229901730533
chr01	3948236	4066937	0.0012496010490852419	0.010512158085713949	0.018965029725791446	0.0018305134418849943	0.00449535323079202	0.006787762365034213	0.0007444005270092227	0.025021287436483818	0.6777900185851704	0.001792943898207056	0.4617215615028186
chr01	4066943	4222987	0.0006019809223762429	0.011146826934089745	0.0009971565086852798	0.000795926123491395	0.0032079299220727987	0.007740048225357373	0.004614494459219102	0.038570313579508055	0.28444242364332273	0.010860175323283225	0.5125371435158083
chr01	4223001	4335260	0.0038450447629976747	0.013515133807129842	0.009466386313609819	0.0008665191923160649	0.010485416063177122	0.08242651418526231	0.0008478357875948236	0.012922802012031394	0.23371538791467592	0.027979534816651285	0.22350338485724258
chr01	4335262	4538903	0.001296341088060278	0.008417289732688722	0.0011143178643841423	0.002110166589487946	0.003415637317044221	0.34352633310692654	0.00023457658925639215	0.021363717605077687	0.5723684304845487	0.010115623005815859	0.20413328565926367
chr01	4538914	4699367	0.0031337323701645914	0.009995611318783827	0.0009706073350238111	0.001637243062735659	0.00402643390349849	0.011192983914718348	0.0008956524307401501	0.12683920232342477	0.30076756091163065	0.0029707081122106503	0.43248952209575375
chr01	4699380	4824981	0.0005979781880440252	0.02247631485975597	0.002613647367528359	0.0021644984165452765	0.0033650519599764017	0.007339967405514281	0.007731571819270452	0.024869163465276324	0.2234945660215378	0.023312010534273897	0.5054326551944299
chr01	4824984	4988260	0.0009696498247299238	0.008439917984851152	0.0009103809066511027	0.0021875426411027354	0.003470638139702281	0.011317577857534726	0.000715792646172393	0.010257404946812678	0.23673526504611123	0.002236588382417953	0.4508379946933299
chr01	4988275	5128057	0.0007610781300472188	0.0065231445444302715	0.002337141714656324	0.001946170623433923	0.0019990610681695615	0.011045961890192586	0.0007577546843016846	0.013053938662626543	0.5350340442694183	0.0	0.3846067486141485
chr01	5128062	5277638	0.0022563676539000092	0.005017602351370756	0.0008685384629741723	0.0009729804830643097	0.004032040507293269	0.0034249184123981745	0.00035337061199130164	0.013318115638327297	0.3172117983091246	0.00268314116984946	0.4487870264055476
chr01	5277662	5444493	0.0021670818573706636	0.006264729522399096	0.0002680246582685607	0.0011939427260104225	0.00530284996751247	0.010461397211024482	0.0008372185597526414	0.023168709415071372	0.13056503116426138	0.009747127475763158	0.4874072147826493
chr01	5444494	5594342	0.0026022992957416996	0.007846988973160402	0.008332367487389216	0.0014229673615698394	0.004830695231161715	0.0039006713230330704	0.007755408200699979	0.06710345469690199	0.34215180188723093	0.010044536183900095	0.48378725044385756
chr01	5594348	5713313	0.007540253261638696	0.02070718655147777	0.001000376031291001	0.0012859267703732014	0.0017217741961201782	0.0107809237458412	0.013593656046838874	0.008627036883701658	0.2933839629738223	0.0015742267983983385	0.46597278029447126
chr01	5713330	5849808	0.002322616391447214	0.010133909644299088	0.0006919401396928113	0.0014715228629297973	0.0035003135006611732	0.025197529568156896	0.001682661076473878	0.03570424609530891	0.28856044601024855	0.004228170362976182	0.2475031682231145
chr01	5849844	5975434	0.0019112773666048388	0.012910078293630904	0.003764932207593393	0.002260479179224942	0.003071382619541698	0.06374438884092017	0.006192814889556744	0.030005783936406606	0.3392495344670635	0.0038378700397752067	0.3304776976509531
chr01	5975454	6095083	0.0010281332323155091	0.008586909899814156	0.009592936888703394	0.0024512432332873266	0.004360134430002409	0.007620886617296477	0.00106545747241501	0.016547129372866426	0.4955931923166091	0.014624848198832205	0.333381520565149
chr01	6095087	6226932	0.0011988008639912168	0.010356032588064302	0.0024147141451625366	0.0018662813019907243	0.010090822863112275	0.003921153463651535	0.006244556260398541	0.011706705987554479	0.46627035011184215	0.0026796126028548737	0.43341943259988364
chr01	6226934	6366107	0.0017881387463839897	0.023956198169196072	0.00029694470253910815	0.0018043444185588526	0.0016762198643456758	0.018728080980533763	0.0014143920031822927	0.01678663172957454	0.22172736499833454	0.002376180667668726	0.43861846315024716
chr01	6366112	6487737	0.004096275892164973	0.003919506590339399	0.0019798988180478026	0.0008164271124880592	0.0033554034958536783	0.010682489154048182	0.00013392259274139546	0.005663815661624771	0.8383879637610543	0.03010933403236145	0.4229789554130859
chr01	6487778	6612050	0.0006311599032154568	0.0058650343637188015	0.0012295555261351019	0.0014791479209756914	0.002465142570052321	0.005261024439329379	0.009161272853984988	0.012982318235515421	0.27553958945090545	0.028255988196109822	0.44711327893226493
chr01	6612054	6732819	0.00415316971972964	0.02469636978863767	0.0022334264355540956	0.0013562655442376863	0.010134815200276624	0.0164356994148406	0.0004532163742690058	0.050902037139417614	0.555333204200021	0.07090039646612482	0.30540178807601315
chr01	6732821	6856081	0.0009744164528528277	0.01019724937599372	0.0022441541655806425	0.002063419042388782	0.005958098832161778	0.019564972096826023	0.006069887263011632	0.02649123346825039	0.27811587198684296	0.09971207997092074	0.28580602020355
chr01	6856121	7013725	0.002267325156678126	0.013128443116509701	0.00646546658992686	0.0017579763371045893	0.006530660611555118	0.05038231843765276	0.000754223652453741	0.023914493057546896	0.2616271330634061	0.12336126202374954	0.28684910717468703
chr01	7013732	7192404	0.001750212669759872	0.022330959705155713	0.0009535897469145223	0.0014758217769976316	0.0039845402881098484	0.009978911870739286	0.0017472664378810558	0.01106226638776545	0.3328677853103766	0.0092111867283492	0.4225418262578529
chr01	7192406	7365128	0.0006810246015954797	0.011141747643984937	0.001530113316828481	0.001888541426216398	0.0012951785279445853	0.0020154793024258623	0.0018963678806884383	0.008634589051842374	0.5787210730495977	0.001823961888893647	0.36588390406419086
chr01	7365129	7495086	0.0016580180951422066	0.014796933373952489	0.003913909791473421	0.001955846100628173	0.0037152224004944603	0.00783980039095681	0.0004865413080423223	0.004782123303013496	0.2743277709574642	0.0027173901008763534	0.41764455164026126
chr01	7495112	7632250	0.004609646027653032	0.026764257386178124	0.0037067550321673868	0.001448228375666867	0.0024622132542754726	0.005492049946219894	0.0007642211589580011	0.0046387778922697435	0.47938728136529124	0.0014160401002506265	0.4349846427641039
chr01	7632266	7768519	0.002181299701612314	0.009384099008684647	0.0006332160828910735	0.0013943765811672384	0.01234184371066939	0.00706660850379423	0.000778443577356621	0.012721534054851413	0.3541966257010574	0.004114771618155237	0.45059722459867413
chr01	7768537	7880086	0.0007599474116933827	0.01113996214740561	0.003999957138474329	0.0012622282077161596	0.0037251942714422916	0.014062797546165939	0.0011446820920797854	0.013181380108042626	0.43520335457684306	0.0025258320488825425	0.4325263600000378
chr01	7880089	7999547	0.0014850838481059118	0.005767533310209156	0.0037986785555732794	0.0016440917678897412	0.009127593509709837	0.012589324744690314	0.0011406321176226674	0.03241952328181295	0.29039202888522186	0.0033550262210147214	0.39545301585457354
chr01	7999576	8115598	0.0015338774720011425	0.004700640809856327	0.0004794098340146201	0.0014582057268885302	0.004192934024274167	0.251548835950649	0.0008747120326067694	0.00519967588238619	0.16157628152975234	0.0016467906840504796	0.4165242083680818
chr01	8115606	8230707	0.0020113368004167926	0.004044658625616147	0.0006219926995188319	0.0010358606212015897	0.005068585245158737	0.2440997081476405	0.00039733284618195103	0.009046650463555924	0.007766026203629484	0.0011834275995702443	0.34829635443077467
chr01	8230739	8438687	0.0025796858464009627	0.010387940964493157	0.002014132001944811	0.0010523854962519183	0.008039828881312236	0.07239332253552572	0.01382008996437251	0.0147813650978281	0.32004211150157047	0.003547872544534298	0.4984202603839073
chr01	8438690	8560332	0.0029097765167840533	0.007645104966736276	0.0009895854696087988	0.0024527074361007923	0.0016040822325920137	0.007681748712181163	0.0004148278905560459	0.023661771409152463	0.38135387886275124	0.03743137119650861	0.44489031553032604
chr01	8560336	8667690	0.0023442856384103842	0.007710360511757603	0.0008596661275584971	0.0013966662214237307	0.0023685585683485937	0.004542028627851964	0.0011463587190506544	0.0094242888351054	0.2678914790164253	0.02815912764523439	0.44679887282195985
chr01	8667727	8826296	0.0022239335745414435	0.006068820402580545	0.0014662961225069373	0.002201025858910043	0.0026374315618106904	0.11222128456856918	0.008889666977902272	0.004554341221159685	0.22426492821117336	0.011110052270517281	0.32384073391959173
chr01	8826306	8957570	0.0033040612256298534	0.014332722296370589	0.0017957503798329132	0.002041374772613573	0.013881460792863747	0.36775527044878253	0.005301379811183733	0.015524170942727617	0.29155364394181227	0.002057484594225417	0.011193402288310016
chr01	8957573	9081411	0.0014212214647448245	0.005309689230717861	0.0009798515515816758	0.00184215743661979	0.004034126681621386	0.476236475514636	0.009121957670629082	0.026974956304417	0.26190918191716406	0.01381753509828284	0.0010797305040375403
chr01	9081414	9195199	0.00396441947137867	0.010557456727051278	0.005777887191065298	0.0014567983964606577	0.010348899366398158	0.31790944795300485	0.006888461898685701	0.0059657791647175	0.32740255680363795	0.001649947551833699	0.016466462234855223
chr01	9195200	9402335	0.0015166808502715585	0.007980408580065632	0.0053062499861839755	0.0019604527762595403	0.004420032920871951	0.27251817995678485	0.0005501190846018432	0.015128524418682234	0.32810632944395357	0.0012136482013040488	0.01913051047158241
chr01	9402345	9525716	0.0045581318714924945	0.007877642828988608	0.0014244685245942297	0.0009683243465248531	0.006382843861182446	0.28882744892693435	0.004816445621896243	0.022970268100630367	0.3846073067926021	0.0017121130886046674	0.0011276811193961151
chr01	9525731	9651605	0.002136929389170285	0.014452554331031637	0.006867536472389616	0.0019812580200879136	0.0036055728562125237	0.35227022788298507	0.000997368644427468	0.02198386136066354	0.2515291782270507	0.0019341174934221453	0.0005081300813008131
chr01	9651623	9860211	0.0023353676212549785	0.020240365726522228	0.0015232169862102922	0.0032992375071984694	0.018200557580069318	0.41350281002995215	0.008476006159362623	0.037531339721326246	0.22478686238027265	0.012647045682039343	0.0054152095620857025
chr01	9860212	10007735	0.00110492024039874	0.006869689893697817	0.0011590920364615625	0.0018861886067005299	0.006962891215244274	0.30564615956783636	0.005535813230557408	0.02650948693354829	0.2734464136813113	0.001383377085787956	0.00038960677544735197
chr01	10007764	10196972	0.0018350747195250454	0.011145558260786916	0.0012654640353501247	0.0021334659906122834	0.006181736894481704	0.3434656668412585	0.0049884731084327855	0.21169841696531255	0.09033848157337336	0.0036506256689553436	0.0015037903757415952
chr01	10196986	10355380	0.0014594496708685211	0.02224751714465773	0.0006170329048385202	0.0014625985190891567	0.00597190648680219	0.33224322212435653	0.026693789406473725	0.0342427005594851	0.35866780776480306	0.012737033292449264	0.0030782660233619596
chr01	10355416	10466847	0.00108980726588467	0.019325831974634635	0.0008760494367171473	0.0027478586133055003	0.008811439231011587	0.29674272978260513	0.02082704629650243	0.010603258065868159	0.28230545572978333	0.0013234559427862578	0.03857233496868913
chr01	10466850	10640796	0.0008975934672405932	0.005114047879857452	0.0012516874905709335	0.001430279384177362	0.002991469565782089	1	0.0012194816093672707	0.00442510850669743	0.10683422166091318	0.007264218921988877	0.01278282823616988
chr01	10640800	10800836	0.0005825176512552587	0.0064974241111386884	0.0021057431271328487	0.001137941931766853	0.0024704742980300033	0.806026594160446	0.0016635260010406422	0.004594919020554564	0.008711914401093201	0.0014452296743457768	0.004055600402916461
chr01	10800840	10932481	0.0013893462082325907	0.011613152419501581	0.00452622951989053	0.0019727929298550906	0.0030182695664574956	0.5319065936536482	0.005707275910068483	0.008609351820279295	0.01732657498266531	0.0013216156262726177	0.010654536244241442
chr01	10932489	11061779	0.0006034827533374529	0.008861458542297918	0.0010812536755579235	0.0019849755780120787	0.0034032575040766266	0.38896649887568635	0.004688391456282985	0.029005970155636038	0.23475432035461458	0.17436944064430057	0.0019055315477615742
chr01	11061789	11246603	0.000814004599327933	0.011702061131337762	0.0010340162134166782	0.0011910106667165326	0.004088620931933984	0.3568699231166833	0.0	0.022042742484355286	0.36953681598072624	0.013792138368667606	0.002246438884598154
chr01	11246612	11373362	0.0027111522886808246	0.005423069595264552	0.004979280732978214	0.001972999364296021	0.00943855475332024	0.3447978066188635	0.011193753484694249	0.017909426648462137	0.3428415809474014	0.005778147862515812	0.0008576410506400094
chr01	11373364	11540671	0.0020987308795782284	0.02368373523263424	0.004540143392269215	0.001513042271267493	0.0032701294113444144	0.39875686911513636	0.00295087151257264	0.030395525018572126	0.210265169990437	0.008181106390203068	0.0019044173367766903
chr01	11540683	11712307	0.00300716191507845	0.003614017248889094	0.00452490946414833	0.0010770724958012287	0.007040484660617131	0.664011704377944	0.0012173559685957705	0.010765725958385442	0.04711722114436724	0.00762421759213225	0.0
chr01	11712312	11830163	0.0008664423034535274	0.009465670578565347	0.0038265708997416315	0.001305881116320162	0.004699945662120026	0.6821564094473196	0.0009002434909106409	0.01116141232835522	0.13337736542737733	0.03096949336290505	0.008206537052690898
chr01	11830172	11987153	0.0008773419853415769	0.004087675516325636	0.0011238700626427483	0.001054972259964758	0.006389347212778881	0.24252230636695213	0.0004892037786774628	0.01584106740956407	0.32957369229958616	0.06865847218701716	0.00046469041392899256
chr01	11987156	12112394	0.0013731598096083074	0.0036443622201713308	0.013654348920717936	0.0019220806467615706	0.004736693408795919	0.18999055741758364	0.00065359477124183	0.01574151052067123	0.29375434190994515	0.006486048977042287	0.11084692518580001
chr01	12112463	12253056	0.004343291468240757	0.00467030131676927	0.0004290730802358709	0.0010643742386681574	0.002633652308668968	0.003688442034682835	0.006962432941785447	0.0018611951609556364	0.08375285602679884	0.0013442894737580229	0.8986546417045317
chr01	12253062	12627575	0.0014667561304554017	0.006730179396082994	0.002155834849706567	0.0011739345319836377	0.004344730565165931	0.004219206803096447	0.0003305364861428935	0.010664525249125189	0.00654996513847913	0.0996269793628561	0.8702049094842333
chr01	12627580	12749389	0.001076628128277987	0.006043839222876463	0.00031028555962360027	0.0009239672935243909	0.002262023940474911	0.0036748575676557762	0.0005829651448208148	0.005986670389784253	0.02114951501594915	0.0578006693948505	0.7503392321066842
chr01	12749392	12880945	0.0020121328200331887	0.005058943123566274	0.0008151939257072506	0.0012584241300322837	0.005067995690777255	0.012235173443846099	0.0011711151868472461	0.004700128484824877	0.02114950705929077	0.030748577407457612	0.9092447144276882
chr01	12880978	13085066	0.0013328724191825707	0.009443385360668759	0.002268273959252753	0.0016266062492939141	0.0066178301960687245	0.005527864564679992	0.0012118083396909392	0.00636527488790018	0.004367112426631266	0.014630577880487626	0.9153535708132889
chr01	13085080	13318540	0.0018403649739602334	0.005040851899785661	0.0011560732771638943	0.002818533516078216	0.007954139235245983	0.02402940094778515	0.00023640661938534283	0.006086382316723015	0.05938566686085051	0.4360916531156097	0.5570840627472772
chr01	13318541	13550313	0.002083373523493544	0.009143677664268029	0.001741014694847494	0.0015061652560933545	0.006939292168984809	0.012093816750507766	0.0028648936113627793	0.01726074047203522	0.06151149998242285	0.00839168679823929	0.8391779673344139
chr01	13550318	13781323	0.0016570888248404526	0.00803392033663406	0.0014665203821110084	0.0010846918748750605	0.003504612204167227	0.017586765670407123	0.007131821452051056	0.012399882521248297	0.007833077874517726	0.0020229215768972028	0.9095563902937929
chr01	13781326	13937747	0.0019633510024969097	0.011587322081603842	0.0007906272811673748	0.0012561966677148908	0.0030648603934584095	0.020117172651307958	0.002812903149009264	0.006414148089339024	0.009831344634406434	0.0029248051821020096	0.9182049450486633
chr01	13937801	14128623	0.0008666476359790988	0.007920971730917327	0.003229127538182041	0.0011835699069057575	0.006871175288882059	0.026670382404604235	0.0009040603894421458	0.01106735010335865	0.04125165945272451	0.0009405989407257155	0.9005568965702985
chr01	14128636	14322889	0.0007045100046906033	0.004308931099058688	0.0017553482201098734	0.0009113992926153884	0.0019168693112930118	0.014113318421001825	0.0010998020921685044	0.01088192105358818	0.006443382138828899	0.0026513067782876925	0.9261498400766224
chr01	14322891	14534613	0.0009233247566751922	0.00956357885668422	0.0009189607612252368	0.0010963890301273766	0.00828282198033451	0.005743266455101343	0.0020767890452842524	0.0144780083884924	0.010152709163979479	0.0034813594209914356	0.9482754331759605
chr01	14534618	14661668	0.0029129097367438313	0.0054297722123275265	0.0027662629512949853	0.0010095635706936792	0.005140421488209869	0.0356233631982404	0.0005542395529640426	0.005246094538974558	0.0022459095168503177	0.001801408060119838	0.9965097146058626
chr01	14661678	14846061	0.0010088375496381562	0.009555272602736994	0.0028840459173900186	0.0012253144558405128	0.003215598382515726	0.00988540794429278	0.001069279766106416	0.009288313925459143	0.003233052507124646	0.0010282668347184475	0.9716129781186219
chr01	14846064	14992708	0.0007332764309871682	0.0062160437572663044	0.0028991199647681216	0.0012719341578930048	0.006020515125869814	0.016938944022010453	0.005643283667416617	0.0034043444489242143	0.019545773958673268	0.0020326406394701145	0.8938942480797237
chr01	14992711	15228799	0.0020262866416701835	0.008353959237115047	0.0032296044933449062	0.0012621037592667327	0.0058413209991445385	0.015003405685207	0.007318736019966951	0.012675144896442843	0.030630400952421696	0.02508991132675857	0.9032094904015306
chr01	15228811	15823832	0.004267530854696594	0.005545896473472333	0.004753538394631868	0.0009424670733302918	0.01073287810550068	0.01678508145657115	0.0017830414165997581	0.006421591891939392	0.017135728352384662	0.01657830516656838	0.9296761194425064
chr01	15823859	16124862	0.0013111434183255691	0.020435834001719628	0.003942461077017382	0.0011933664069985906	0.006361800715342938	0.00969675586382698	0.005376718766239915	0.010874104000928994	0.005548111666536433	0.001958839675316667	0.9549095482312437
chr01	16124908	16968980	0.004017718642948881	0.01611997176472773	0.01315210933280048	0.002750754822187406	0.005310904714648489	0.02183188899503333	0.012103422283340702	0.0359693078653276	0.034527609434285435	0.007931160969407321	0.9480123431656694
chr01	16968984	17342237	0.0020942659619802777	0.018906542277351706	0.014641586451631952	0.0027129623241455452	0.006184199906704166	0.024314158096819957	0.0042461101948031025	0.020290779471120034	0.043941498798553004	0.04463762745994223	0.8710852639572132
chr01	17342263	18725462	0.004942782014401527	0.025124557354056856	0.014850504751459638	0.0025952262855451474	0.017049519212053676	0.02294582263588052	0.0050457207844433125	0.04796537764031802	0.024201825252474052	0.0035034396545064964	0.9160224843627746
chr01	18725470	19096878	0.0029674099176458194	0.017671297610124332	0.006438269823968246	0.002390302317741642	0.007428754781589972	0.012872202254481383	0.0027250257467994108	0.012715796994967065	0.014678650406458205	0.09674371375450236	0.8952551546782928
chr01	19096891	19489164	0.0007438213572782164	0.01588193315057167	0.0005559125334139145	0.0014834181241840222	0.00524975080598466	0.013863609730292749	0.0009971348580521064	0.01999556469343302	0.010025592261518538	0.004490007588054275	0.9223625588060637
chr01	19489177	19979811	0.0016177513701137794	0.010886376304770554	0.020805207139590814	0.0016330959456329773	0.007812234953114145	0.002434678776837609	0.0019141678947534161	0.009354316132153836	0.015632923893326732	0.008439839251810148	0.9971327900460238
chr01	19979816	20640815	0.00686914457477642	0.01663219031130283	0.026974173540207088	0.002368076955238632	0.013839710732917357	0.026666868737783865	0.005983364761357085	0.037550784748711465	0.03660964462084942	0.002197488256678119	0.9106144254470756
chr01	20640819	20854146	0.0016408007763887111	0.01406709038317767	0.0010529650489269433	0.0011671165833708483	0.00683852437347686	0.021483902394411693	0.002027173752077116	0.011030969230207351	0.012318287668585965	0.0023867629158266447	0.9400904612168421
chr01	20854147	21586118	0.0033643389908219706	0.014886382202604508	0.01172833632750008	0.0015423674703079874	0.004619429321035055	0.04769754390976991	0.0053079561927336	0.03078956683038322	0.0402639967269093	0.004648071917355851	0.9523860957647999
chr01	21586130	25513193	0.010141833988212905	0.058815717430627044	0.03680733068117075	0.004628003167317755	0.030538522197102926	0.0581369938101376	0.011066977047174789	0.084864350392185	0.06883419895688705	0.005000820232685959	0.8810675919309054
chr01	25513196	27322051	0.0022210251959598735	0.020320489717230602	0.006857091693844666	0.0018662289567832207	0.007911576522802721	0.02137592826800743	0.0038857535999096797	0.023258899543827434	0.04203966791143284	0.0022994397035459124	0.9800966929515824
chr01	27322067	29346524	0.006573715969838165	0.04790306221441231	0.020959477588352506	0.004574916971636213	0.030442722013021048	0.04188375570625929	0.008794623921284776	0.03691503153060536	0.06576707246652201	0.004118559396006878	1
chr01	29346525	30102182	0.006341641266212248	0.020115375710733092	0.005994628431137736	0.0016609090146293233	0.0035187055094102583	0.02522669549813932	0.0020343488795651634	0.013953541941366285	0.017514735012224662	0.001479247450811432	0.9416129534613352
chr01	30102183	31149545	0.0023451460847770467	0.02635573590793352	0.00997574239799983	0.0011758370901890703	0.010730244822768274	0.008890442988200773	0.0036022505833279597	0.045206067941824524	0.014151091776666668	0.0036291006951778984	0.9114197787005502
chr01	31149549	32436037	0.0006745821340200979	0.03687110807115386	0.011656715305158596	0.002317788984540401	0.014220431989467939	0.015077242446000245	0.00961128172277789	0.013050704513424972	0.02632446845780137	0.010118959081475816	0.9642189564642535
chr01	32436055	33175218	0.0010464925925555727	0.015468393513375207	0.012637959545455038	0.0014536435853618876	0.009544699334797383	0.019364167690707024	0.0023569599337729587	0.011925783242144628	0.016896636430005912	0.011889849135012582	0.9266195372706659
chr01	33175222	34532265	0.0035904992853648373	0.0076763275340989935	0.009906019732518907	0.0015082825488438377	0.006470451600509566	0.02792523615653127	0.006418489642492588	0.022915130010847332	0.019276267746538064	0.0037414605589613527	0.9368467797562593
chr01	34532299	35593521	0.0033066691843751488	0.03319070681374999	0.03107949431143323	0.0024754395185257938	0.006163247309055668	0.020249817918871434	0.007005932985771697	0.025781084968586068	0.030384385772092206	0.0018301641403761716	0.9662660693646423
chr01	35593558	36114365	0.0015906528139258403	0.008581404003151336	0.007929256891261869	0.0008585267817947707	0.0013764321659341457	0.03720808793893663	0.0047869427100449115	0.028475355802998783	0.004829875731306294	0.0017751860015458617	1
chr01	36114372	36624768	0.0015124866925420942	0.012636367467085796	0.005609657619689604	0.0012509632940167863	0.004803661902642116	0.0054985737651958855	0.0003415800517249792	0.012270467163593236	0.01516911568576918	0.005779218298661621	0.9869585588356409
chr01	36624774	37660799	0.0017055624621388871	0.03457186065368837	0.03279224764751036	0.0034461109589393117	0.017792645695354478	0.11157405993823492	0.00597355979382062	0.02170226580798858	0.0417017047043906	0.032885531065871124	0.7236093290390507
