chr	start	end	AA	BB
chr04	25736417	26383726	0.5506051221522954	0.4134928287984273
chr04	26402245	26724238	0.5333880384364856	0.49603931145873564
chr04	26735229	27432104	0.5210522721937899	0.48076832025019933
chr04	27432110	28013022	0.4527068292697527	0.546071473186206
chr04	28013037	28608417	0.5107289541171167	0.4881769975413022
chr04	28608431	29592574	0.518785622350287	0.49766851924067784
chr04	29611178	30240294	0.5220317916911905	0.48439057649329886
chr04	30240321	30750043	0.4812692429552229	0.520769920021228
chr04	30750103	31379387	0.4845851416719937	0.5082751971237709
chr04	31379393	31699686	0.5467405387206257	0.4552478072472977
chr04	31791796	32142474	0.5173336632663565	0.491830350330811
chr04	32142501	33109662	0.55001672653777	0.4396327789749308
chr04	33135752	33475843	0.5030003109573555	0.4887275960704334
chr04	33475856	34033527	0.5280388648956019	0.44911049709014067
chr04	34062297	34420440	0.5040548181836513	0.5120695759800552
chr04	34420458	34910162	0.4746151871533617	0.5150320397669577
chr04	34948417	35624594	0.5160084850883446	0.4877963484847048
chr04	35624604	35852197	0.5362337206994832	0.4638641629996438
chr04	35872310	36292250	0.4967350767909756	0.4937103600050512
chr04	36308951	36887653	0.5229831783115398	0.4967452574446526
chr04	36887654	37039672	0.5153230258940384	0.48663239765231114
chr05	41154	493677	0.5412427026823675	0.45999742368818464
chr05	524956	1082239	0.5226226376947751	0.47427880825469154
chr05	1104718	1931622	0.4602139017790042	0.542316380587116
chr05	1952866	2336696	0.5127547003072362	0.4934182082123271
chr05	2352683	2832081	0.4677157756587153	0.5250631188653924
chr05	2884892	3544728	0.5501442734319016	0.4525886241776974
chr05	3574464	4178994	0.5410945782484674	0.45470275181794784
chr05	4178999	4621653	0.5040197846679887	0.5024308287680825
chr05	4641258	5040056	0.40473356534127397	0.5403524867272406
chr05	5120730	5422548	0.4609894110398215	0.5215114668082022
chr05	5430172	5936011	0.4859414285241735	0.504391079508074
chr05	5936037	6303842	0.5073712596068479	0.4736621935939043
chr05	6303850	7115289	0.5133384307145828	0.48957633757080177
chr05	7170630	7471507	0.49143483354955003	0.5015456461724126
chr05	7488056	7838687	0.4474176669320814	0.5437184229924988
chr05	7857756	8187519	0.479103700935393	0.504457443714437
chr05	8187529	8857026	0.5004105623491999	0.4661147165737716
chr05	8864272	9175525	0.4893280583051755	0.5117391989663984
chr05	9232554	9966314	0.4955770241167147	0.46968859873797864
chr05	9990902	10702991	0.5175046833440585	0.5145318059614313
chr05	10703001	11153557	0.5247463553753278	0.4675438499243354
chr05	11199349	12185726	0.4836025284695242	0.4485573895108294
chr05	12185735	16906092	0.49219449406194404	0.5137338021211642
chr05	17295496	18718373	0.5011504622068369	0.5093332944381301
chr05	19014686	19693400	0.4664285606821026	0.5253774617982476
chr05	19701043	21094007	0.5588831697878484	0.438440390162915
chr05	21103521	22126163	0.5038332150876695	0.48494057893964765
chr05	22180331	24115778	0.4973354610161169	0.5122131864266668
chr05	24213835	26688019	0.47269978735809964	0.4668964797836227
chr05	26929744	28298400	0.4941509724346775	0.5112113450714769
chr05	29152902	32387328	0.4859094892116751	0.5645826631565221
chr05	32387357	33187113	0.5437112347922219	0.4406630994567962
chr05	33213645	33977555	0.5179484470840778	0.4484683797739671
chr05	33992883	34852274	0.4761146979242413	0.5120934946260624
chr05	35149395	35751500	0.5429170315066645	0.440133641924241
chr05	35863741	36444651	0.5718092501401663	0.4254623046871888
chr05	36444655	36943404	0.532684944519891	0.48355407345285967
chr05	36943415	37548437	0.4916305406482007	0.46986811555705266
chr05	37637897	38011225	0.5196310190103254	0.46272207445115526
chr05	38017551	38622510	0.4975031531181082	0.4612549923918667
chr05	38645154	39053189	0.5234644853909123	0.46599520225168495
chr05	39053211	39373106	0.478371229548464	0.49233137511349423
chr05	39401482	39740549	0.454305830694401	0.5299607558559892
chr05	39786675	40445366	0.5062626266465572	0.5173332051853151
chr05	40474898	41094572	0.45073319140876	0.5374407904878513
chr05	41138178	41576767	0.4432034722053543	0.563279338388055
chr05	41576768	41717309	0.44306253788221783	0.5698081695664377
chr06	97902	607681	1	0.0022496219366618113
chr06	634671	1505760	1	0.0
chr06	1505779	2156926	1	0.0016683808281973765
chr06	2156939	2795636	0.9847867613358925	0.01806356032241333
chr06	2805038	3319088	1	0.002731268444382362
chr06	3319644	4060355	1	0.0
chr06	4094167	4480512	1	0.0
chr06	4483245	4878544	0.9856560359932375	0.025557661593411874
chr06	4885178	5306253	1	0.0013459614088609127
chr06	5306273	5794747	1	0.0
chr06	5823968	6330933	0.9710277956643797	0.0010868575327327306
chr06	6382575	6850247	0.7346373094188903	0.2820111160357214
chr06	6850253	7173789	0.5024211953043183	0.40566361454847005
chr06	7173801	7715672	0.6008722591617635	0.4199674402688347
chr06	7802729	8001607	0.5233416426991356	0.485047246884807
chr06	8001623	8480692	0.5037066484000947	0.49179036960094247
chr06	8494351	8843019	0.47500110120897343	0.48114241496626203
chr06	8852528	9394237	0.5532777789169603	0.4348589615462597
chr06	9395808	9893939	0.4909183046902976	0.5024388718869756
chr06	9893966	10392103	0.5042471455586612	0.5014130131577178
chr06	10394822	11038297	0.5349851922971212	0.45944762752748175
chr06	11038308	11564313	0.4482333256454466	0.5229632923223437
chr06	11587849	11894704	0.5580193236552677	0.45297165907340714
chr06	11896320	12549318	0.5520798336941958	0.39933027704636964
chr06	12622061	13928077	0.5388260437876304	0.46447637222541016
chr06	13980438	15269388	0.526381263584294	0.44357216082060075
chr06	15269481	15986763	0.49270940108322214	0.47101588439814845
chr06	16076218	17142593	0.5741728498228079	0.37743574556123505
chr06	17142611	19676799	0.4665136097002933	0.48547320945539996
chr06	19688140	21049214	0.5456631608859476	0.45344978011337417
chr06	21349634	22495807	0.5236904517627724	0.4757303823171507
chr06	22495831	23325800	0.5440467590525563	0.4480248344107767
chr06	23325831	24876615	0.496713785782169	0.4531086389368472
chr06	24876625	25934159	0.48138171490072806	0.528899225527966
chr06	25934184	27088887	0.5043161904187976	0.49981383683818364
chr06	27088938	28921146	0.5043528164208526	0.4946442287930678
chr06	28921200	29563887	0.5300586080505784	0.47021668467079014
chr06	29563908	30154221	0.5581504442086738	0.49365626647957495
chr06	30188831	30642513	0.5102733193685535	0.4981372294452001
chr06	30660127	31242333	0.4954183356649877	0.5070540802543396
chr06	31279914	31892634	0.4865692000237261	0.4665322199972982
chr06	32026618	32565094	0.5192440357163645	0.48094765782254556
chr06	32571855	33625747	0.5081498754478333	0.4431575966964535
chr06	33677124	34317765	0.5116729451180085	0.49582071309058334
chr06	34339323	34640653	0.45451096740458935	0.5349955220323968
chr06	34640674	35382156	0.491800846229516	0.4995035550014833
chr06	35405500	35914843	0.49369222393249	0.47565860549529176
chr06	35927605	36199548	0.5924972288523501	0.41104499013787205
chr06	36203086	36791735	0.5503101487102753	0.45442469859114576
chr06	36802839	37506207	0.4809109215893134	0.4895468788811063
chr06	37506208	37576547	0.46715447968748736	0.5028033999996298
chr07	64700	653562	0.45815543481078985	0.5422151675254403
chr07	661146	1196067	0.5482139055746853	0.4826069334543691
chr07	1196070	1829949	0.47919221137989976	0.49393129961041565
chr07	1847587	2231923	0.5231487292711412	0.5283468624725548
chr07	2231968	2824509	0.47934678764839583	0.5116267981004887
chr07	2824555	3259249	0.45484771607969815	0.5296951529092607
chr07	3259273	3645136	0.5140213944414334	0.49122308378938245
chr07	3667372	4230654	0.46972951952468206	0.5079249016312496
chr07	4240004	4551577	0.48309799300424927	0.5139651722417756
chr07	4564108	4892397	0.49417438499516253	0.4753086737128182
chr07	4959274	5420224	0.4851598084991461	0.5180470012922936
chr07	5420257	5757534	0.49155297466266173	0.5303914105319675
chr07	5757566	6376172	0.5293456658315268	0.4925813376910205
chr07	6381632	6913419	0.4811780595046927	0.4288969743019906
chr07	6913443	7215110	0.4987127981539	0.5115191389206608
chr07	7220741	7773522	0.5155122091717969	0.47657449975255456
chr07	7773582	8283288	0.4739454284112418	0.4429775822517915
chr07	8284740	8670325	0.5293567452197858	0.510869012133883
chr07	8766275	9217279	0.48765574695277725	0.5020351333147612
chr07	9239662	9734153	0.4868424078358897	0.51346143854663
chr07	9734168	10183609	0.6782083626350524	0.3977074214978505
chr07	10183638	10879158	0.5094465172494396	0.5085077849202251
chr07	11001786	12002258	0.5485284183146566	0.46469276081876565
chr07	12002267	13190557	0.5962614801706849	0.3577525882151557
chr07	13250841	15471312	0.4747422150330531	0.5294232246258448
chr07	15483490	17352977	0.49498105904454276	0.5424507501162904
chr07	17487955	22257001	0.4937949725448652	0.5250214289039797
chr07	22294253	24917003	0.5147279420702641	0.4934407225978602
chr07	24938810	27066434	0.4819134599024023	0.5221826114226575
chr07	27071622	27721677	0.499826963191278	0.5143573355477015
chr07	27799860	28479322	0.5669379934919077	0.4390959961217445
chr07	28479340	29579743	0.48897008309537826	0.5060755281734578
chr07	29591709	30602492	0.5621045546455021	0.4155300002809242
chr07	30621118	31336789	0.4398252061680436	0.5235698018972516
chr07	31336811	31815205	0.5248099013449227	0.4253995037218758
chr07	31816933	32316458	0.4503439946085393	0.4965646466396274
chr07	32316461	32859873	0.4649488247702659	0.537664271159592
chr07	32859883	33128730	0.5314628254458252	0.4280664019676292
chr07	33145035	33538743	0.4274927380828422	0.4878867792742078
chr07	33574006	34091839	0.4839162459549116	0.4947468276060634
chr07	34091869	34367223	0.4810652610806824	0.4928842331786113
chr07	34367262	35011201	0.49849519768818307	0.4917766868691999
chr07	35011202	35021330	0.5161982769641921	0.50548783427062
chr08	60355	883088	0.5303569267667265	0.4701133966079713
chr08	928379	1400977	0.49609787127877497	0.48992253848642053
chr08	1424042	1652293	0.5237566139731175	0.4757976551484611
chr08	1660985	2011492	0.48416273725944586	0.5225728507227377
chr08	2121046	2950109	0.5214738311221667	0.48957645611375367
chr08	3003372	3545582	0.4954208237599983	0.5070136050753056
chr08	3562442	4077679	0.5280240336580948	0.4689830121950665
chr08	4077749	4594684	0.48118066013303623	0.4753357607447863
chr08	4594717	5226297	0.567448407783537	0.427871655549047
chr08	5269567	5892266	0.5055938735739595	0.4745063598000564
chr08	5973676	6959490	0.5097631412539626	0.495079044487475
chr08	7135263	7754612	0.5474868462183999	0.4543351675744496
chr08	7754645	8132907	0.552580595062426	0.4378602342143779
chr08	8141805	8673411	0.5353764610937134	0.45324648395416567
chr08	8673455	9233987	0.5154451542796873	0.49146919251268334
chr08	9254004	9895422	0.5456982366989512	0.4731334028875493
chr08	10163204	10698371	0.5028953524010015	0.49360369990132485
chr08	10747941	12471201	0.5267684364476808	0.4544164691961225
chr08	12496871	14854229	0.4999047925252646	0.5183199542980733
chr08	14899947	15791335	0.5266873268228882	0.463494446882549
chr08	15813058	17276881	0.4898897293142301	0.5169276597510613
chr08	17286051	19722774	0.4976906119662356	0.5008494715846321
chr08	19722998	22614642	0.530436757620193	0.4853700849016017
chr08	22617995	25111817	0.5307705264649091	0.4676613284875608
chr08	25112005	27102296	0.5166915093997639	0.4600134513831086
chr08	27103397	29207620	0.4743337463191193	0.5180372886490663
chr08	29484763	32518533	0.46585138201340714	0.5333219364551555
chr08	32519054	33284675	0.5616957258485225	0.4358448779945794
chr08	33362339	34556719	0.5461995704416467	0.44697544212653945
chr08	34556727	35243442	0.5304761603777827	0.4713301085355066
chr08	35258134	35844782	0.466809957116304	0.5391284757838246
chr08	35846652	36297530	0.49215579244157354	0.4685075430234501
chr08	36308786	36900654	0.5329449323142098	0.47601433051290126
chr08	36924219	37296639	0.4940465560228786	0.5062828781222898
chr08	37314298	38212961	0.5118706578942915	0.45701810451360125
chr08	38221372	38678516	0.5150105463091923	0.46346036572308624
chr08	38725710	39438586	0.5119216130887165	0.4428657234995852
chr08	39521740	40065203	0.4859457503496471	0.5341487882837449
chr08	40078813	40534107	0.5105880659625401	0.4956600715392635
chr08	40542943	41342659	0.5033250468475542	0.49652118613046586
chr08	41370452	41782132	0.5729336235454225	0.40558417867194135
chr08	41937997	42491112	0.5777250796328552	0.410178692582677
chr08	42491129	42985858	0.4910689660710613	0.5161517377820938
chr08	42985891	43550599	0.5624592405530642	0.4311484124613623
chr08	43550623	43966662	0.5318136690936593	0.4515384966095897
chr08	43993066	44670297	0.46966849262350596	0.5144436020849106
chr08	44670298	44859922	0.5001115534863955	0.4639505844116926
chr09	51113	679088	0.4997401327671558	0.46338316427998416
chr09	679102	883095	0.5323797235654147	0.47076411851210037
chr09	883105	1322001	0.5107984779169424	0.48674399320681133
chr09	1322055	2019208	0.47005249336046784	0.5321181445879231
chr09	2025957	2323041	0.53140004683581	0.4493745936871307
chr09	2323047	2700692	0.5634718965541647	0.4384715747759246
chr09	2757926	3090259	0.5113297848574008	0.4107621423829798
chr09	3090285	3374736	0.4974642628298519	0.5317143468447836
chr09	3402998	3668119	0.49605544717899125	0.5053117933404451
chr09	3668166	4030869	0.5093649575324674	0.49652134858633956
chr09	4047077	4409946	0.48410693961657847	0.5277086274038483
chr09	4409961	4868867	0.5628278852070749	0.4259932502519167
chr09	4873520	5297294	0.5580461984697291	0.47630720148202893
chr09	5337617	5873906	0.5931180868079278	0.4026948950397632
chr09	5873929	6310143	0.47522048641041836	0.4883039061072845
chr09	6318971	7188058	0.5592323292264634	0.4444368349511424
chr09	7220183	7573093	0.5324455505899782	0.4443445026132647
chr09	7582278	8009167	0.4857865777744452	0.5033383947758658
chr09	8051762	8447929	0.42518504650928884	0.5486971286775669
chr09	8447958	8848738	0.49231698222969583	0.5470378519183497
chr09	8864504	9280623	0.5084540495139139	0.4785943104139279
chr09	9341400	9806269	0.5458403757830085	0.45796857835041255
chr09	9806298	10352219	0.5590187915701748	0.46834975258787936
chr09	10375847	10995635	0.4732682517549591	0.5350824663220084
chr09	10995643	11621256	0.476776224984493	0.46829400536316773
chr09	11628740	12307235	0.5762173278133438	0.508708924898641
chr09	12334693	12919616	0.5551866510214981	0.48310918313463064
chr09	12939055	14976329	0.5293681188281157	0.47098885464770907
chr09	14993416	18088580	0.4991949854608154	0.49392358917145074
chr09	18126384	19698315	0.5287219584590336	0.47848974634250935
chr09	19698362	23859627	0.5291314232644669	0.4872295472903171
chr09	24021971	26795580	0.45502507778285717	0.530994224491773
chr09	26795583	28459737	0.4935669258945395	0.5008868765973655
chr09	28459756	31075392	0.5214645098927025	0.4792197336988455
chr09	31421221	32438258	0.4763930084793901	0.5167108948029474
chr09	32438292	34066539	0.47271880899618307	0.5295674629204935
chr09	34084994	34448390	0.495678694231693	0.4853754520149641
chr09	34448420	35104539	0.5054702693397656	0.4721029687810177
chr09	35139185	35739180	0.4904203049523507	0.5220297524023195
chr09	35739193	36105997	0.5619971896151692	0.3966307282962238
chr09	36223486	36864119	0.4805102785632646	0.5224649688678982
chr09	36864122	37100594	0.489154497095458	0.47627773649847466
chr09	37100609	37642296	0.5183783638917914	0.4520144880120413
chr09	37642303	38464084	0.45169087522368423	0.5278678166171851
chr09	38640934	39416298	0.52436642470444	0.501780998284149
chr09	39449013	39822338	0.5633689082864408	0.36636049607081467
chr09	39822365	40327442	0.4794456672886659	0.5118062364168464
chr09	40345762	40714566	0.5156574434015367	0.4842463454697123
chr09	40714567	41302964	0.5324826242144559	0.479793038777581
chr10	520083	3778325	0.4817338641901576	0.5364009897379288
chr10	4010904	5449730	0.43560827012489645	0.553882402189794
chr10	5449748	7705496	0.4831985631520562	0.531531413241808
chr10	7770291	9918767	0.527254592449352	0.4865059056093814
chr10	9918824	11654559	0.5496961676372378	0.4354493545538186
chr10	11666619	13934291	0.4911602098906917	0.5167670179198
chr10	13934301	14702403	0.5733550561690509	0.42954006226292724
chr10	14707410	15526703	0.5355167746959	0.464908320367828
chr10	15547298	16816649	0.46338424982538073	0.5270124833449816
chr10	16816663	17697065	0.48838013781479417	0.49648551766776916
chr10	17697070	19089386	0.5248926190738689	0.47877399240585067
chr10	19089434	21566262	0.5120352649703093	0.49458424036564813
chr10	21601432	22724416	0.5535872831921885	0.4755699430235504
chr10	22752930	23058753	0.5499813952150467	0.4564092951476757
chr10	23085309	23670234	0.5198804620071702	0.4579923077202768
chr10	23670238	24476320	0.5710650253502675	0.4287439595792997
chr10	24476348	24941060	0.5131611330885043	0.4733265027244779
chr10	24962530	25416462	0.456521447261209	0.47013073236023956
chr10	25430785	25879344	0.4837446826108536	0.5172089577145947
chr10	25886014	26494069	0.5113140350065766	0.47362897202049026
chr10	26494104	27136412	0.5125672792843483	0.48326728930611834
chr10	27169928	27574126	0.5334461682967735	0.4648067367014746
chr10	27574136	28016097	0.4959926099864799	0.4855627139845199
chr10	28016105	28330089	0.49563036454423803	0.4056872997090453
chr10	28341020	28945952	0.4661667778755312	0.5295464210130241
chr10	28969795	29482056	0.5188872280988175	0.5054335131135297
chr10	29496531	29902284	0.5496429326185381	0.4528404632105457
chr10	29902338	30381990	0.4783997348262376	0.5242883938521078
chr10	30382081	30648207	0.5099641763023883	0.4875518629226162
chr10	30648214	31049425	0.5578167140352329	0.44765846357406364
chr10	31049441	31276410	0.5226454431478557	0.4664077730425316
chr10	31285129	31603551	0.5169169303049758	0.48802882681946025
chr10	31621293	31892406	0.6193692146522887	0.3883621016823523
chr10	31918881	32178246	0.5206158325511233	0.4772394610280159
chr10	32219579	32676799	0.4587499830076312	0.5750617522983138
chr10	32731123	33413749	0.5132027310032281	0.48796831804029345
chr10	33427610	34046980	0.5166350623058327	0.47223049073996204
chr10	34108892	34499676	0.45290679021316355	0.573058783156189
chr10	34574816	35013735	0.5567390918799906	0.4452482875248137
chr10	35045048	35389484	0.5786131425117249	0.41734086781049917
chr10	35397420	35671012	0.49548562706999943	0.49345111130063146
chr10	35671059	36200852	0.5124349669549049	0.44043117553032124
chr10	36200879	36872392	0.45120965648589384	0.4238516939959202
chr10	36872395	37531275	0.5083533279927445	0.5025484599585051
chr10	37531276	37665347	0.5119698807370539	0.5397631018368516
chr11	182113	662330	0.46208445468949094	0.5097041001179428
chr11	662355	1361351	0.5489953245844013	0.4491477962954066
chr11	1361366	1753097	0.528275766028015	0.4847254004306317
chr11	1753130	2450439	0.46421321546379196	0.5354150581360575
chr11	2498910	3472433	0.488209310864446	0.524765843624876
