Hybrid	Ancestry	Chromosome	Position_Start	Position_End	Frequence
Giant_key	C	2	2958071	4036514	0.631578947368421
Giant_key	C	2	4036515	4124960	0.5
Giant_key	C	2	4124961	5051912	0.438423645320197
Giant_key	C	2	5051913	5906202	0.651162790697674
Giant_key	C	2	5906203	6678254	0.425149700598802
Giant_key	C	2	6678255	6916541	0.349056603773585
Giant_key	C	2	6916542	6916589	0.2
Giant_key	C	2	6916590	7209717	0.484848484848485
Giant_key	C	2	7209718	7431052	0.485074626865672
Giant_key	C	2	7431053	7448067	0.623529411764706
Giant_key	C	2	7448068	7674822	0.458333333333333
Giant_key	C	2	7674823	7963845	0.504273504273504
Giant_key	C	2	7963846	8105109	0.387096774193548
Giant_key	C	2	8105110	8481891	0.632
Giant_key	C	2	8481892	8662366	0.658227848101266
Giant_key	C	2	8662367	8871393	0.380952380952381
Giant_key	C	2	8871394	9211020	0.46875
Giant_key	C	2	9211021	9507362	0.482993197278912
Giant_key	C	2	9507363	9853277	0.549019607843137
Giant_key	C	2	9853278	10460688	0.511904761904762
Giant_key	C	2	10460689	10789193	0.25
Giant_key	C	2	10789194	11063482	0.591715976331361
Giant_key	C	2	11063483	11418929	0.406976744186047
Giant_key	C	2	11418930	11619358	0.407692307692308
Giant_key	C	2	11619359	11899040	0.616666666666667
Giant_key	C	2	11899041	12127402	0.548117154811716
Giant_key	C	2	12127403	12408006	0.473118279569892
Giant_key	C	2	12408007	13351277	0.178571428571429
Giant_key	C	2	13351278	13601302	0.26
Giant_key	C	2	13601303	13975156	0.514563106796116
Giant_key	C	2	13975157	14429346	0.401709401709402
Giant_key	C	2	14429347	14654446	0.482758620689655
Giant_key	C	2	14654447	15755722	0.462068965517241
Giant_key	C	2	15755723	16210615	0.517857142857143
Giant_key	C	2	16210616	17353672	0.454545454545455
Giant_key	C	2	17353673	20021110	0.511904761904762
Giant_key	C	2	20021111	21224220	0.527272727272727
Giant_key	C	2	21224221	21789774	0.505988023952096
Giant_key	C	2	21789775	21995526	0.263157894736842
Giant_key	C	2	21995527	22130665	0.411214953271028
Giant_key	C	2	22130666	22473052	0.387096774193548
Giant_key	C	2	22473053	22698708	0.5
Giant_key	C	2	22698709	23052708	0.343511450381679
Giant_key	C	2	23052709	23159164	0.503401360544218
Giant_key	C	2	23159165	23339583	0.526315789473684
Giant_key	C	2	23339584	23768144	0.536723163841808
Giant_key	C	2	23768145	23951250	0.522058823529412
Giant_key	C	2	23951251	24503116	0.246268656716418
Giant_key	C	2	24503117	24611757	0.625
Giant_key	C	2	24611758	25172848	0.423841059602649
Giant_key	C	2	25172849	25814628	0.480446927374302
Giant_key	C	2	25814629	26079759	0.519230769230769
Giant_key	C	2	26079760	26285602	0.67741935483871
Giant_key	C	2	26285603	26721761	0.423529411764706
Giant_key	C	2	26721762	27049470	0.63125
Giant_key	C	2	27049471	27448222	0.430555555555556
Giant_key	C	2	27448223	27740493	0.478021978021978
Giant_key	C	2	27740494	27961079	0.529411764705882
Giant_key	C	2	27961080	28122364	0.466666666666667
Giant_key	C	2	28122365	28641316	0.517857142857143
Giant_key	C	2	28641317	28790008	0.471544715447154
Giant_key	C	2	28790009	29158750	0.422535211267606
Giant_key	C	2	29158751	29439290	0.449367088607595
Giant_key	C	2	29439291	29651258	0.553719008264463
Giant_key	C	2	29651259	29754079	0.541666666666667
Giant_key	C	2	29754080	29911453	0.530927835051546
Giant_key	C	2	29911454	30170681	0.586206896551724
Giant_key	C	2	30170682	30445570	0.611111111111111
Giant_key	C	2	30445571	30848249	0.357142857142857
Giant_key	C	2	30848250	31066590	0.561643835616438
Giant_key	C	2	31066591	31351709	0.570247933884298
Giant_key	C	2	31351710	31687782	0.443820224719101
Giant_key	C	2	31687783	31862835	0.552
Giant_key	C	2	31862836	32040919	0.398809523809524
Giant_key	C	2	32040920	32249484	0.448598130841121
Giant_key	C	2	32249485	32408147	0.722222222222222
Giant_key	C	2	32408148	32706582	0.481751824817518
Giant_key	C	2	32706583	32948110	0.355555555555556
Giant_key	C	2	32948111	33203164	0.703296703296703
Giant_key	C	2	33203165	33462620	0.560975609756098
Giant_key	C	2	33462621	33517622	0.571428571428571
Giant_key	C	2	33517623	33678258	0.404580152671756
Giant_key	C	2	33678259	33749257	0.56
Giant_key	C	2	33749258	33918202	0.480769230769231
Giant_key	C	2	33918203	33981780	0.493975903614458
Giant_key	C	2	33981781	34150898	0.382608695652174
Giant_key	C	2	34150899	34367667	0.46
Giant_key	C	2	34367668	34594266	0.5
Giant_key	C	2	34594267	34741083	0.467391304347826
Giant_key	C	2	34741084	34746795	NA
Giant_key	C	2	34746796	34869060	0.488888888888889
Giant_key	C	2	34869061	35141936	0.621951219512195
Giant_key	C	2	35141937	35391026	0.425925925925926
Giant_key	C	2	35391027	35570138	0.49748743718593
Giant_key	C	2	35570139	35830903	0.51219512195122
Giant_key	C	2	35830904	36059165	0.517948717948718
Giant_key	C	2	36059166	36178216	0.503448275862069
Giant_key	C	2	36178217	36186753	0.363636363636364
Giant_key	C	2	36186754	36200406	0.727272727272727
Giant_key	C	3	1	203462	0.476190476190476
Giant_key	C	3	203463	209882	1
Giant_key	C	3	209883	449410	0.262135922330097
Giant_key	C	3	449411	682472	0.43161094224924
Giant_key	C	3	682473	742000	0.590909090909091
Giant_key	C	3	742001	873953	0.381578947368421
Giant_key	C	3	873954	886077	0.116279069767442
Giant_key	C	3	886078	1212156	0.396396396396396
Giant_key	C	3	1212157	1460557	0.408602150537634
Giant_key	C	3	1460558	1648200	0.342105263157895
Giant_key	C	3	1648201	1803086	0.514619883040936
Giant_key	C	3	1803087	2063937	0.531468531468531
Giant_key	C	3	2063938	2119766	0.610714285714286
Giant_key	C	3	2119767	2306964	0.517647058823529
Giant_key	C	3	2306965	2609622	0.503267973856209
Giant_key	C	3	2609623	2842525	0.616541353383459
Giant_key	C	3	2842526	3035789	0.444444444444444
Giant_key	C	3	3035790	3104820	0.467741935483871
Giant_key	C	3	3104821	3371381	0.346153846153846
Giant_key	C	3	3371382	3645975	0.579646017699115
Giant_key	C	3	3645976	3864059	0.313725490196078
Giant_key	C	3	3864060	4122461	0.404255319148936
Giant_key	C	3	4122462	4378304	0.715025906735751
Giant_key	C	3	4378305	4805442	0.497142857142857
Giant_key	C	3	4805443	4958217	0.465753424657534
Giant_key	C	3	4958218	5374113	0.512931034482759
Giant_key	C	3	5374114	5747087	0.366666666666667
Giant_key	C	3	5747088	5976572	0.36231884057971
Giant_key	C	3	5976573	6225994	0.470779220779221
Giant_key	C	3	6225995	6808428	0.485
Giant_key	C	3	6808429	7057270	0.421052631578947
Giant_key	C	3	7057271	7248758	0.609090909090909
Giant_key	C	3	7248759	7544561	0.527896995708155
Giant_key	C	3	7544562	7936927	0.595744680851064
Giant_key	C	3	7936928	8275372	0.337349397590361
Giant_key	C	3	8275373	8559682	0.449275362318841
Giant_key	C	3	8559683	8926980	0.438356164383562
Giant_key	C	3	8926981	9156105	0.386138613861386
Giant_key	C	3	9156106	9727563	0.433962264150943
Giant_key	C	3	9727564	10022581	0.369477911646586
Giant_key	C	3	10022582	10598304	0.440789473684211
Giant_key	C	3	10598305	11023483	0.458015267175573
Giant_key	C	3	11023484	11192535	0.387096774193548
Giant_key	C	3	11192536	12078903	0.420689655172414
Giant_key	C	3	12078904	12708073	0.6125
Giant_key	C	3	12708074	13403323	0.537234042553192
Giant_key	C	3	13403324	14080320	0.397058823529412
Giant_key	C	3	14080321	16143844	0.617021276595745
Giant_key	C	3	16143845	16789962	0.461538461538462
Giant_key	C	3	16789963	16819146	0.371428571428571
Giant_key	C	3	16819147	17782525	0.447761194029851
Giant_key	C	3	17782526	20504477	0.688235294117647
Giant_key	C	3	20504478	20914645	0.461538461538462
Giant_key	C	3	20914646	23006060	0.88
Giant_key	C	3	23006061	23405686	0.5
Giant_key	C	3	23405687	23733259	0.419161676646707
Giant_key	C	3	23733260	24757988	0.448717948717949
Giant_key	C	3	24757989	25626693	0.3375
Giant_key	C	3	25626694	27182077	0.111111111111111
Giant_key	C	3	27182078	28058395	0.5
Giant_key	C	3	28058396	29444608	0.473333333333333
Giant_key	C	3	29444609	30470338	0.428571428571429
Giant_key	C	3	30470339	30934907	0.523076923076923
Giant_key	C	3	30934908	31329675	0.553571428571429
Giant_key	C	3	31329676	32074764	0.595744680851064
Giant_key	C	3	32074765	32916137	0.4140625
Giant_key	C	3	32916138	33267925	0.926470588235294
Giant_key	C	3	33267926	34297977	0.64367816091954
Giant_key	C	3	34297978	34673787	0.62962962962963
Giant_key	C	3	34673788	34838144	0.52991452991453
Giant_key	C	3	34838145	35789499	0.457627118644068
Giant_key	C	3	35789500	36705049	0.491666666666667
Giant_key	C	3	36705050	37485555	0.593406593406593
Giant_key	C	3	37485556	37665117	0.567073170731707
Giant_key	C	3	37665118	37942789	0.547619047619048
Giant_key	C	3	37942790	38552933	0.503105590062112
Giant_key	C	3	38552934	39182211	0.666666666666667
Giant_key	C	3	39182212	39472739	0.376237623762376
Giant_key	C	3	39472740	39622159	0.524390243902439
Giant_key	C	3	39622160	39622183	0.693181818181818
Giant_key	C	3	39622184	39696342	0.514018691588785
Giant_key	C	3	39696343	40241147	0.626373626373626
Giant_key	C	3	40241148	40243492	NA
Giant_key	C	3	40243493	40965065	0.313953488372093
Giant_key	C	3	40965066	41516993	0.5
Giant_key	C	3	41516994	41734397	0.408163265306122
Giant_key	C	3	41734398	41989944	0.365671641791045
Giant_key	C	3	41989945	42163200	0.506666666666667
Giant_key	C	3	42163201	42374451	0.431372549019608
Giant_key	C	3	42374452	42552869	0.493975903614458
Giant_key	C	3	42552870	42668244	0.530769230769231
Giant_key	C	3	42668245	42806028	0.381578947368421
Giant_key	C	3	42806029	43033365	0.421875
Giant_key	C	3	43033366	43185996	0.333333333333333
Giant_key	C	3	43185997	43326816	0.406779661016949
Giant_key	C	3	43326817	43531032	0.488188976377953
Giant_key	C	3	43531033	43773246	0.647727272727273
Giant_key	C	3	43773247	44041311	0.596774193548387
Giant_key	C	3	44041312	44204994	0.582222222222222
Giant_key	C	3	44204995	44331322	0.481927710843373
Giant_key	C	3	44331323	44372248	0.438202247191011
Giant_key	C	3	44372249	44768074	0.393939393939394
Giant_key	C	3	44768075	44943423	0.577777777777778
Giant_key	C	3	44943424	45125884	0.638461538461538
Giant_key	C	3	45125885	45263188	0.40625
Giant_key	C	3	45263189	45443178	0.412621359223301
Giant_key	C	3	45443179	45718559	0.598130841121495
Giant_key	C	3	45718560	45895451	0.595744680851064
Giant_key	C	3	45895452	46149741	0.508196721311475
Giant_key	C	3	46149742	46415670	0.611111111111111
Giant_key	C	3	46415671	46617933	0.496124031007752
Giant_key	C	3	46617934	46776900	0.31
Giant_key	C	3	46776901	46957964	0.454545454545455
Giant_key	C	3	46957965	47321599	0.493150684931507
Giant_key	C	3	47321600	47551775	0.460992907801418
Giant_key	C	3	47551776	47839941	0.408839779005525
Giant_key	C	3	47839942	47998513	0.561497326203209
Giant_key	C	3	47998514	48083619	0.425
Giant_key	C	3	48083620	48360342	0.363636363636364
Giant_key	C	3	48360343	48706294	0.5234375
Giant_key	C	3	48706295	48944935	0.507142857142857
Giant_key	C	3	48944936	49151222	0.413793103448276
Giant_key	C	3	49151223	49221177	0.575
Giant_key	C	3	49221178	49221201	0.696428571428571
Giant_key	C	3	49221202	49385120	0.574074074074074
Giant_key	C	3	49385121	49535481	0.833333333333333
Giant_key	C	3	49535482	49659178	0.641221374045801
Giant_key	C	3	49659179	49887041	0.495901639344262
Giant_key	C	3	49887042	50137943	0.533333333333333
Giant_key	C	3	50137944	50341504	0.525525525525526
Giant_key	C	3	50341505	50543310	0.386861313868613
Giant_key	C	3	50543311	50841664	0.48995983935743
Giant_key	C	3	50841665	50962037	0.219512195121951
Giant_key	C	4	1	326554	0.666666666666667
Giant_key	C	4	326555	635041	0.525974025974026
Giant_key	C	4	635042	793744	0.462686567164179
Giant_key	C	4	793745	1244172	0.676470588235294
Giant_key	C	4	1244173	1393078	0.601010101010101
Giant_key	C	4	1393079	1686624	0.461805555555556
Giant_key	C	4	1686625	1793199	0.635416666666667
Giant_key	C	4	1793200	2022562	0.387096774193548
Giant_key	C	4	2022563	2027210	0.5
Giant_key	C	4	2027211	2331397	0.492753623188406
Giant_key	C	4	2331398	2495482	0.468842729970326
Giant_key	C	4	2495483	2770016	0.277272727272727
Giant_key	C	4	2770017	2987548	0.409090909090909
Giant_key	C	4	2987549	3303538	0.350574712643678
Giant_key	C	4	3303539	3547520	0.609756097560976
Giant_key	C	4	3547521	3899258	0.556521739130435
Giant_key	C	4	3899259	5046758	0.304347826086957
Giant_key	C	4	5046759	5802688	0.425925925925926
Giant_key	C	4	5802689	6176193	0.467289719626168
Giant_key	C	4	6176194	6492024	0.479452054794521
Giant_key	C	4	6492025	7158549	0.417177914110429
Giant_key	C	4	7158550	7901528	0.425531914893617
Giant_key	C	4	7901529	8297658	0.474452554744526
Giant_key	C	4	8297659	9187506	0.302158273381295
Giant_key	C	4	9187507	10696797	0.350282485875706
Giant_key	C	4	10696798	11586866	0.376811594202899
Giant_key	C	4	11586867	11927907	0.5
Giant_key	C	4	11927908	13527745	0.491935483870968
Giant_key	C	4	13527746	13917365	0.430769230769231
Giant_key	C	4	13917366	14114382	0.632
Giant_key	C	4	14114383	14429301	0.432624113475177
Giant_key	C	4	14429302	14899825	0.442857142857143
Giant_key	C	4	14899826	15177144	0.442307692307692
Giant_key	C	4	15177145	16304802	0.4
Giant_key	C	4	16304803	16590250	0.5
Giant_key	C	4	16590251	17404205	0.343283582089552
Giant_key	C	4	17404206	18063917	0.609375
Giant_key	C	4	18063918	18223979	0.441860465116279
Giant_key	C	4	18223980	18378452	0.625
Giant_key	C	4	18378453	18753384	0.303571428571429
Giant_key	C	4	18753385	19148515	0.467479674796748
Giant_key	C	4	19148516	19250589	0.3125
Giant_key	C	4	19250590	19555485	0.401960784313726
Giant_key	C	4	19555486	19682960	0.451612903225806
Giant_key	C	4	19682961	20158794	0.657142857142857
Giant_key	C	4	20158795	20392747	0.309859154929577
Giant_key	C	4	20392748	20723590	0.571428571428571
Giant_key	C	4	20723591	20930392	0.447674418604651
Giant_key	C	4	20930393	20938408	0.5
Giant_key	C	4	20938409	21196852	0.463414634146341
Giant_key	C	4	21196853	21490878	0.37037037037037
Giant_key	C	4	21490879	21610802	0.535211267605634
Giant_key	C	4	21610803	21792506	0.545454545454545
Giant_key	C	4	21792507	21969243	0.634146341463415
Giant_key	C	4	21969244	22156524	0.517241379310345
Giant_key	C	4	22156525	22263973	0.586538461538462
Giant_key	C	4	22263974	22512479	0.388888888888889
Giant_key	C	4	22512480	22745922	0.272727272727273
Giant_key	C	4	22745923	22852611	0.36875
Giant_key	C	4	22852612	22973235	0.494584837545126
Giant_key	C	4	22973236	23311382	0.606382978723404
Giant_key	C	4	23311383	23505707	0.346774193548387
Giant_key	C	4	23505708	23621532	0.405940594059406
Giant_key	C	4	23621533	23659400	0.486842105263158
Giant_key	C	4	23659401	23725614	0.5
Giant_key	C	4	23725615	23960400	0.602870813397129
Giant_key	C	4	23960401	24204055	0.415584415584416
Giant_key	C	4	24204056	24307997	0.275590551181102
Giant_key	C	4	24307998	24309328	0.416666666666667
Giant_key	C	4	24309329	24374035	0.766666666666667
Giant_key	C	4	24374036	24481577	0.304347826086957
Giant_key	C	4	24481578	24664840	0.520634920634921
Giant_key	C	4	24664841	24869511	0.542253521126761
Giant_key	C	4	24869512	25120014	0.533898305084746
Giant_key	C	4	25120015	25383170	0.463235294117647
Giant_key	C	4	25383171	25548384	0.47136563876652
Giant_key	C	5	1	184834	0.46551724137931
Giant_key	C	5	184835	499972	0.436170212765957
Giant_key	C	5	499973	939276	0.526315789473684
Giant_key	C	5	939277	1492838	0.5
Giant_key	C	5	1492839	2906741	0.437158469945355
Giant_key	C	5	2906742	3290208	0.412371134020619
Giant_key	C	5	3290209	4763930	0.501210653753027
Giant_key	C	5	4763931	5199142	0.551136363636364
Giant_key	C	5	5199143	5960153	0.41296928327645
Giant_key	C	5	5960154	6745564	0.385542168674699
Giant_key	C	5	6745565	8516667	0.636363636363636
Giant_key	C	5	8516668	9124999	0.607692307692308
Giant_key	C	5	9125000	11401351	0.576923076923077
Giant_key	C	5	11401352	13200755	0.48780487804878
Giant_key	C	5	13200756	13276974	0.326797385620915
Giant_key	C	5	13276975	15095318	0.427807486631016
Giant_key	C	5	15095319	15629840	0.508474576271186
Giant_key	C	5	15629841	17029038	0.5
Giant_key	C	5	17029039	17398459	0.418478260869565
Giant_key	C	5	17398460	18160059	0.487179487179487
Giant_key	C	5	18160060	19030876	0.591836734693878
Giant_key	C	5	19030877	20092061	0.518796992481203
Giant_key	C	5	20092062	21076074	0.439393939393939
Giant_key	C	5	21076075	22564995	0.6125
Giant_key	C	5	22564996	24110855	0.206106870229008
Giant_key	C	5	24110856	24561616	0.215686274509804
Giant_key	C	5	24561617	25793886	0.735294117647059
Giant_key	C	5	25793887	26502086	0.405940594059406
Giant_key	C	5	26502087	27128162	0.51006711409396
Giant_key	C	5	27128163	29440490	0.62037037037037
Giant_key	C	5	29440491	30513872	0.43010752688172
Giant_key	C	5	30513873	30751618	0.536764705882353
Giant_key	C	5	30751619	31362837	0.573913043478261
Giant_key	C	5	31362838	32628084	0.560975609756098
Giant_key	C	5	32628085	32672527	0.135593220338983
Giant_key	C	5	32672528	33187373	0.384615384615385
Giant_key	C	5	33187374	33286555	0.369565217391304
Giant_key	C	5	33286556	33662946	0.0833333333333333
Giant_key	C	5	33662947	33696729	0.330985915492958
Giant_key	C	5	33696730	33812254	0.371794871794872
Giant_key	C	5	33812255	34000174	0.496350364963504
Giant_key	C	5	34000175	34125217	0.427536231884058
Giant_key	C	5	34125218	34511049	0.513888888888889
Giant_key	C	5	34511050	34619900	0.270833333333333
Giant_key	C	5	34619901	34973492	0.553571428571429
Giant_key	C	5	34973493	35235290	0.56441717791411
Giant_key	C	5	35235291	35505158	0.41
Giant_key	C	5	35505159	35759915	0.495327102803738
Giant_key	C	5	35759916	35909935	0.377358490566038
Giant_key	C	5	35909936	36188952	0.508474576271186
Giant_key	C	5	36188953	36504513	0.517241379310345
Giant_key	C	5	36504514	36827492	0.439655172413793
Giant_key	C	5	36827493	36973974	0.333333333333333
Giant_key	C	5	36973975	37181252	0.50381679389313
Giant_key	C	5	37181253	37547319	0.409090909090909
Giant_key	C	5	37547320	37805966	0.541899441340782
Giant_key	C	5	37805967	37877089	0.268292682926829
Giant_key	C	5	37877090	38132539	0.567901234567901
Giant_key	C	5	38132540	38559160	0.592920353982301
Giant_key	C	5	38559161	38660328	0.266666666666667
Giant_key	C	5	38660329	38712419	0.395604395604396
Giant_key	C	5	38712420	38857740	0.533333333333333
Giant_key	C	5	38857741	39091837	0.511737089201878
Giant_key	C	5	39091838	39298191	0.388489208633094
Giant_key	C	5	39298192	39367372	0.222222222222222
Giant_key	C	5	39367373	39558840	0.504132231404959
Giant_key	C	5	39558841	39744512	0.304054054054054
Giant_key	C	5	39744513	39822675	0.490196078431373
Giant_key	C	5	39822676	40000731	0.628571428571429
Giant_key	C	5	40000732	40004721	0.3125
Giant_key	C	5	40004722	40169158	0.525252525252525
Giant_key	C	5	40169159	40273944	0.557894736842105
Giant_key	C	5	40273945	40611284	0.528301886792453
Giant_key	C	5	40611285	40964800	0.434426229508197
Giant_key	C	5	40964801	41248900	0.5
Giant_key	C	5	41248901	41548383	0.736363636363636
Giant_key	C	5	41548384	41568408	0.350515463917526
Giant_key	C	5	41568409	41718331	0.363636363636364
Giant_key	C	5	41718332	41903049	0.547945205479452
Giant_key	C	5	41903050	41913675	0
Giant_key	C	5	41913676	42133304	0.410071942446043
Giant_key	C	5	42133305	42265407	0.584070796460177
Giant_key	C	5	42265408	42700520	0.473684210526316
Giant_key	C	5	42700521	42783192	0.441441441441441
Giant_key	C	5	42783193	43054817	0.65979381443299
Giant_key	C	5	43054818	43234087	0.326315789473684
Giant_key	C	6	1	500465	0.48695652173913
Giant_key	C	6	500466	1914701	0.572649572649573
Giant_key	C	6	1914702	2542277	0.409090909090909
Giant_key	C	6	2542278	2970272	0.3
Giant_key	C	6	2970273	3898291	0.589595375722543
Giant_key	C	6	3898292	5862526	0.531645569620253
Giant_key	C	6	5862527	6607920	0.548076923076923
Giant_key	C	6	6607921	7809350	0.409090909090909
Giant_key	C	6	7809351	8872553	0.614678899082569
Giant_key	C	6	8872554	9798390	0.435897435897436
Giant_key	C	6	9798391	10360909	0.558441558441558
Giant_key	C	6	10360910	11270768	0.333333333333333
Giant_key	C	6	11270769	11715078	0.618421052631579
Giant_key	C	6	11715079	12026917	0.407407407407407
Giant_key	C	6	12026918	12348031	0.564705882352941
Giant_key	C	6	12348032	13551839	0.397959183673469
Giant_key	C	6	13551840	13716855	0.505882352941176
Giant_key	C	6	13716856	14318553	0.644736842105263
Giant_key	C	6	14318554	14590309	0.539007092198582
Giant_key	C	6	14590310	14922232	0.532467532467532
Giant_key	C	6	14922233	15047747	0.7
Giant_key	C	6	15047748	15402549	0.557522123893805
Giant_key	C	6	15402550	15869743	0.579545454545455
Giant_key	C	6	15869744	16394787	0.404040404040404
Giant_key	C	6	16394788	16481376	0.708333333333333
Giant_key	C	6	16481377	16558464	0.666666666666667
Giant_key	C	6	16558465	16891192	0.432432432432432
Giant_key	C	6	16891193	16933636	0.282828282828283
Giant_key	C	6	16933637	17093060	0.181818181818182
Giant_key	C	6	17093061	17303568	0.858974358974359
Giant_key	C	6	17303569	17578440	0.55
Giant_key	C	6	17578441	17754959	0.184931506849315
Giant_key	C	6	17754960	17998798	0.430555555555556
Giant_key	C	6	17998799	18067321	0.425925925925926
Giant_key	C	6	18067322	18077821	0
Giant_key	C	6	18077822	18177181	0.757575757575758
Giant_key	C	6	18177182	18318343	0.387640449438202
Giant_key	C	6	18318344	18632520	0.391891891891892
Giant_key	C	6	18632521	18841228	0.518518518518518
Giant_key	C	6	18841229	18970904	0.35
Giant_key	C	6	18970905	19089890	0.485714285714286
Giant_key	C	6	19089891	19236221	0.352
Giant_key	C	6	19236222	19411578	0.53125
Giant_key	C	6	19411579	19495424	0.728155339805825
Giant_key	C	6	19495425	19703241	0.357142857142857
Giant_key	C	6	19703242	19932415	0.557823129251701
Giant_key	C	6	19932416	20061373	0.555555555555556
Giant_key	C	6	20061374	20271040	0.318518518518519
Giant_key	C	6	20271041	20399896	0.29585798816568
Giant_key	C	6	20399897	20414469	0.246478873239437
Giant_key	C	6	20414470	20709666	0.565714285714286
Giant_key	C	6	20709667	20853316	0.375
Giant_key	C	6	20853317	20953663	0.345679012345679
Giant_key	C	6	20953664	21018151	0.593220338983051
Giant_key	C	6	21018152	21108301	0.440677966101695
Giant_key	C	6	21108302	21481823	0.40625
Giant_key	C	6	21481824	21788922	0.5
Giant_key	C	6	21788923	22077802	0.613636363636364
Giant_key	C	6	22077803	22704010	0.531645569620253
Giant_key	C	6	22704011	22967602	0.454545454545455
Giant_key	C	6	22967603	23094329	0.414285714285714
Giant_key	C	6	23094330	23389617	0.611872146118721
Giant_key	C	6	23389618	23575855	0.372549019607843
Giant_key	C	6	23575856	23760031	0.362745098039216
Giant_key	C	6	23760032	23843400	0.393939393939394
Giant_key	C	6	23843401	24147542	0.578616352201258
Giant_key	C	6	24147543	24510547	0.5
Giant_key	C	6	24510548	24711421	0.245283018867925
Giant_key	C	6	24711422	24928477	0.471337579617834
Giant_key	C	6	24928478	25038374	0.482269503546099
Giant_key	C	6	25038375	25145758	0.8
Giant_key	C	6	25145759	25273005	0.384615384615385
Giant_key	C	6	25273006	25563526	0.521276595744681
Giant_key	C	7	1	94797	0.333333333333333
Giant_key	C	7	94798	273643	0.666666666666667
