chr	haplotype	start	end	ancestral_group
02	0	35900001	36200000	C
02	1	1	500000	C
02	1	900001	1300000	C
02	1	2700001	3000000	C
02	1	4100001	5100000	C
02	1	6000001	6700000	C
02	1	7200001	8000000	C
02	1	9100001	9700000	C
02	1	10400001	10500000	C
02	1	10800001	11600000	C
02	1	12500001	12600000	Mic
02	1	13700001	14700000	C
02	1	15800001	16300000	C
02	1	17400001	21800000	C
02	1	22000001	22200000	C
02	1	23300001	24000000	C
02	1	24700001	26000000	C
02	1	26700001	26800000	C
02	1	27100001	28800000	C
02	1	29900001	30200000	C
02	1	31000001	31800000	C
02	1	32100001	32300000	C
02	1	32500001	32800000	C
02	1	33300001	33500000	C
02	1	33600001	34000000	C
02	1	34200001	34300000	C
02	1	35200001	35400000	C
02	1	35900001	36200000	C
02	2	1	500000	Mic
02	2	900001	1300000	Mic
02	2	2700001	3000000	Mic
02	2	4100001	5100000	Mic
02	2	6000001	6700000	Mic
02	2	7200001	8000000	Mic
02	2	9100001	9700000	Mic
02	2	10400001	10500000	Mic
02	2	10800001	11600000	Mic
02	2	12500001	12600000	Mic
02	2	13700001	14700000	Mic
02	2	15800001	16300000	Mic
02	2	17400001	21800000	Mic
02	2	22000001	22200000	Mic
02	2	23300001	24000000	Mic
02	2	24700001	26000000	Mic
02	2	26700001	26800000	Mic
02	2	27100001	28800000	Mic
02	2	29900001	30200000	Mic
02	2	31000001	31800000	Mic
02	2	32100001	32300000	Mic
02	2	32500001	32800000	Mic
02	2	33300001	33500000	Mic
02	2	33600001	34000000	Mic
02	2	34200001	34300000	Mic
02	2	35200001	35400000	Mic
02	2	35900001	36200000	Mic
02	3	1	500000	Mic
02	3	900001	1300000	Mic
02	3	2700001	3000000	Mic
02	3	4100001	5100000	Mic
02	3	6000001	6700000	Mic
02	3	7200001	8000000	Mic
02	3	9100001	9700000	Mic
02	3	10400001	10500000	Mic
02	3	10800001	11600000	Mic
02	3	12500001	12600000	Mic
02	3	13700001	14700000	Mic
02	3	15800001	16300000	Mic
02	3	17400001	21800000	Mic
02	3	22000001	22200000	Mic
02	3	23300001	24000000	Mic
02	3	24700001	26000000	Mic
02	3	26700001	26800000	Mic
02	3	27100001	28800000	Mic
02	3	29900001	30200000	Mic
02	3	31000001	31800000	Mic
02	3	32100001	32300000	Mic
02	3	32500001	32800000	Mic
02	3	33300001	33500000	Mic
02	3	33600001	34000000	Mic
02	3	34200001	34300000	Mic
02	3	35200001	35400000	Mic
02	3	35900001	36200000	Mic
03	0	1	300000	C
03	0	1300001	1500000	C
03	0	1900001	2000000	C
03	0	2300001	2500000	C
03	0	2900001	3100000	C
03	0	3900001	4200000	C
03	0	4300001	4400000	C
03	0	4700001	5400000	C
03	0	6000001	6100000	C
03	0	6400001	6700000	C
03	0	6900001	7100000	C
03	0	7300001	8000000	C
03	0	8300001	9000000	C
03	0	10100001	11100000	C
03	0	11200001	11500000	C
03	0	16200001	16800000	C
03	0	16900001	17800000	C
03	0	19900001	20600000	C
03	0	20900001	21000000	C
03	0	27200001	31400000	C
03	0	32100001	33000000	C
03	0	37200001	38600000	C
03	0	39500001	39700000	C
03	0	42200001	42700000	C
03	0	42900001	43000000	C
03	0	43200001	43600000	C
03	0	44100001	45000000	C
03	0	45300001	45500000	C
03	0	45900001	46200000	C
03	0	46800001	47000000	C
03	0	47400001	47900000	C
03	0	48400001	49200000	C
03	0	49700001	50400000	C
03	0	50600001	50900000	C
03	1	1	300000	C
03	1	1300001	1500000	C
03	1	1900001	2000000	C
03	1	2300001	2500000	C
03	1	2900001	3100000	C
03	1	3900001	4200000	C
03	1	4300001	4400000	C
03	1	4700001	5400000	C
03	1	6000001	6100000	C
03	1	6400001	6700000	C
03	1	6900001	7100000	C
03	1	7300001	8000000	C
03	1	8300001	9000000	C
03	1	10100001	11100000	C
03	1	11200001	11500000	C
03	1	16200001	16800000	C
03	1	16900001	17800000	C
03	1	19900001	20600000	C
03	1	20900001	21000000	C
03	1	27200001	31400000	C
03	1	32100001	33000000	C
03	1	37200001	38600000	C
03	1	39500001	39700000	C
03	1	42200001	42700000	C
03	1	42900001	43000000	C
03	1	43200001	43600000	C
03	1	44100001	45000000	C
03	1	45300001	45500000	C
03	1	45900001	46200000	C
03	1	46800001	47000000	C
03	1	47400001	47900000	C
03	1	48400001	49200000	C
03	1	49700001	50400000	C
03	1	50600001	50900000	C
03	2	1	300000	Mic
03	2	1300001	1500000	Mic
03	2	1900001	2000000	Mic
03	2	2300001	2500000	Mic
03	2	2900001	3100000	Mic
03	2	3900001	4200000	Mic
03	2	4300001	4400000	C
03	2	4700001	5400000	Mic
03	2	6000001	6100000	Mic
03	2	6400001	6700000	Mic
03	2	6900001	7100000	Mic
03	2	7300001	8000000	Mic
03	2	8300001	9000000	Mic
03	2	10100001	11100000	Mic
03	2	11200001	11500000	Mic
03	2	16200001	16800000	Mic
03	2	16900001	17800000	Mic
03	2	19900001	20600000	C
03	2	20900001	21000000	Mic
03	2	27200001	31400000	Mic
03	2	32100001	33000000	Mic
03	2	37200001	38600000	Mic
03	2	39500001	39700000	Mic
03	2	42200001	42700000	Mic
03	2	42900001	43000000	Mic
03	2	43200001	43600000	Mic
03	2	44100001	45000000	Mic
03	2	45300001	45500000	Mic
03	2	45900001	46200000	Mic
03	2	46800001	47000000	Mic
03	2	47400001	47900000	Mic
03	2	48400001	49200000	Mic
03	2	49700001	50400000	Mic
03	2	50600001	50900000	Mic
03	3	1	300000	Mic
03	3	1300001	1500000	Mic
03	3	1900001	2000000	Mic
03	3	2300001	2500000	Mic
03	3	2900001	3100000	Mic
03	3	3900001	4200000	Mic
03	3	4300001	4400000	Mic
03	3	4700001	5400000	Mic
03	3	6000001	6100000	Mic
03	3	6400001	6700000	Mic
03	3	6900001	7100000	Mic
03	3	7300001	8000000	Mic
03	3	8300001	9000000	Mic
03	3	10100001	11100000	Mic
03	3	11200001	11500000	Mic
03	3	16200001	16800000	Mic
03	3	16900001	17800000	Mic
03	3	19900001	20600000	Mic
03	3	20900001	21000000	Mic
03	3	27200001	31400000	Mic
03	3	32100001	33000000	Mic
03	3	37200001	38600000	Mic
03	3	39500001	39700000	Mic
03	3	42200001	42700000	Mic
03	3	42900001	43000000	Mic
03	3	43200001	43600000	Mic
03	3	44100001	45000000	Mic
03	3	45300001	45500000	Mic
03	3	45900001	46200000	Mic
03	3	46800001	47000000	Mic
03	3	47400001	47900000	Mic
03	3	48400001	49200000	Mic
03	3	49700001	50400000	Mic
03	3	50600001	50900000	Mic
04	0	400001	800000	C
04	0	1300001	1500000	C
04	0	1600001	1700000	C
04	0	2100001	2400000	C
04	0	2500001	2700000	C
04	0	2800001	3000000	C
04	0	3700001	3900000	C
04	0	5900001	7100000	C
04	0	11600001	14000000	C
04	0	14200001	14500000	C
04	0	14800001	15500000	C
04	0	16100001	16600000	C
04	0	18800001	19000000	C
04	0	19300001	19700000	C
04	0	20500001	21200000	C
04	0	21600001	21800000	C
04	0	22000001	22300000	C
04	0	23600001	24000000	C
04	0	24500001	24800000	C
04	0	25300001	25500000	C
04	1	400001	800000	C
04	1	1300001	1500000	C
04	1	1600001	1700000	C
04	1	2100001	2400000	C
04	1	2500001	2700000	Mic
04	1	2800001	3000000	C
04	1	3700001	3900000	C
04	1	5900001	7100000	C
04	1	11600001	14000000	C
04	1	14200001	14500000	C
04	1	14800001	15500000	C
04	1	16100001	16600000	C
04	1	18800001	19000000	C
04	1	19300001	19700000	C
04	1	20500001	21200000	C
04	1	21600001	21800000	C
04	1	22000001	22300000	C
04	1	23600001	24000000	C
04	1	24500001	24800000	C
04	1	25300001	25500000	C
04	2	400001	800000	Mic
04	2	1300001	1500000	Mic
04	2	1600001	1700000	Mic
04	2	2100001	2400000	Mic
04	2	2500001	2700000	Mic
04	2	2800001	3000000	Mic
04	2	3700001	3900000	Mic
04	2	5900001	7100000	Mic
04	2	11600001	14000000	Mic
04	2	14200001	14500000	Mic
04	2	14800001	15500000	Mic
04	2	16100001	16600000	Mic
04	2	18800001	19000000	Mic
04	2	19300001	19700000	Mic
04	2	20500001	21200000	Mic
04	2	21600001	21800000	Mic
04	2	22000001	22300000	Mic
04	2	23600001	24000000	Mic
04	2	24500001	24800000	Mic
04	2	25300001	25500000	Mic
04	3	400001	800000	Mic
04	3	1300001	1500000	Mic
04	3	1600001	1700000	Mic
04	3	2100001	2400000	Mic
04	3	2500001	2700000	Mic
04	3	2800001	3000000	Mic
04	3	3700001	3900000	Mic
04	3	5900001	7100000	Mic
04	3	11600001	14000000	Mic
04	3	14200001	14500000	Mic
04	3	14800001	15500000	Mic
04	3	16100001	16600000	Mic
04	3	18800001	19000000	Mic
04	3	19300001	19700000	Mic
04	3	20500001	21200000	Mic
04	3	21600001	21800000	Mic
04	3	22000001	22300000	Mic
04	3	23600001	24000000	Mic
04	3	24500001	24800000	Mic
04	3	25300001	25500000	Mic
05	0	500001	1400000	C
05	0	5900001	6000000	C
05	0	11500001	16300000	C
05	0	17100001	18200000	C
05	0	19100001	21100000	C
05	0	25800001	25900000	C
05	0	30600001	32700000	C
05	0	33900001	34300000	C
05	0	34700001	35600000	C
05	0	36000001	36900000	C
05	0	37000001	37200000	C
05	0	37600001	37800000	C
05	0	37900001	38600000	C
05	0	38800001	39100000	C
05	0	40400001	41100000	C
05	0	41800001	42000000	C
05	0	42200001	42800000	C
05	1	500001	1400000	C
05	1	5900001	6000000	C
05	1	11500001	16300000	C
05	1	17100001	18200000	C
05	1	19100001	21100000	C
05	1	25800001	25900000	C
05	1	30600001	32700000	C
05	1	33900001	34300000	C
05	1	34700001	35600000	C
05	1	36000001	36900000	C
05	1	37000001	37200000	C
05	1	37600001	37800000	C
05	1	37900001	38600000	C
05	1	38800001	39100000	C
05	1	40400001	41100000	C
05	1	41800001	42000000	C
05	1	42200001	42800000	C
05	2	500001	1400000	Mic
05	2	5900001	6000000	Mic
05	2	11500001	16300000	Mic
05	2	17100001	18200000	Mic
05	2	19100001	21100000	Mic
05	2	25800001	25900000	Mic
05	2	30600001	32700000	Mic
05	2	33900001	34300000	Mic
05	2	34700001	35600000	Mic
05	2	36000001	36900000	Mic
05	2	37000001	37200000	Mic
05	2	37600001	37800000	Mic
05	2	37900001	38600000	Mic
05	2	38800001	39100000	Mic
05	2	40400001	41100000	Mic
05	2	41800001	42000000	Mic
05	2	42200001	42800000	Mic
05	3	500001	1400000	Mic
05	3	5900001	6000000	Mic
05	3	11500001	16300000	Mic
05	3	17100001	18200000	Mic
05	3	19100001	21100000	Mic
05	3	25800001	25900000	Mic
05	3	30600001	32700000	Mic
05	3	33900001	34300000	Mic
05	3	34700001	35600000	Mic
05	3	36000001	36900000	Mic
05	3	37000001	37200000	Mic
05	3	37600001	37800000	Mic
05	3	37900001	38600000	Mic
05	3	38800001	39100000	Mic
05	3	40400001	41100000	Mic
05	3	41800001	42000000	Mic
05	3	42200001	42800000	Mic
06	0	1900001	2000000	C
06	0	3000001	3100000	C
06	0	3900001	7900000	C
06	0	8900001	9700000	C
06	0	11800001	12400000	C
06	0	13600001	13800000	C
06	0	15300001	15900000	C
06	0	16600001	16900000	C
06	0	17200001	17400000	C
06	0	17500001	17600000	C
06	0	17800001	18000000	C
06	0	18200001	18400000	C
06	0	19000001	19100000	C
06	0	19300001	19500000	C
06	0	19800001	20100000	C
06	0	20500001	20800000	C
06	0	21100001	21500000	C
06	0	22800001	23400000	C
06	0	24200001	24600000	C
06	0	24800001	25100000	C
06	1	1900001	2000000	C
06	1	3000001	3100000	C
06	1	3900001	7900000	C
06	1	8900001	9700000	C
06	1	11800001	12400000	C
06	1	13600001	13800000	C
06	1	15300001	15900000	C
06	1	16600001	16900000	C
06	1	17200001	17400000	C
06	1	17500001	17600000	C
06	1	17800001	18000000	C
06	1	18200001	18400000	C
06	1	19000001	19100000	C
06	1	19300001	19500000	C
06	1	19800001	20100000	C
06	1	20500001	20800000	C
06	1	21100001	21500000	C
06	1	22800001	23400000	C
06	1	24200001	24600000	C
06	1	24800001	25100000	C
06	2	1900001	2000000	Mic
06	2	3000001	3100000	Mic
06	2	3900001	7900000	Mic
06	2	8900001	9700000	Mic
06	2	11800001	12400000	Mic
06	2	13600001	13800000	Mic
06	2	15300001	15900000	Mic
06	2	16600001	16900000	Mic
06	2	17200001	17400000	C
06	2	17500001	17600000	Mic
06	2	17800001	18000000	Mic
06	2	18200001	18400000	Mic
06	2	19000001	19100000	Mic
06	2	19300001	19500000	Mic
06	2	19800001	20100000	Mic
06	2	20500001	20800000	Mic
06	2	21100001	21500000	Mic
06	2	22800001	23400000	Mic
06	2	24200001	24600000	Mic
06	2	24800001	25100000	Mic
06	3	1900001	2000000	Mic
06	3	3000001	3100000	Mic
06	3	3900001	7900000	Mic
06	3	8900001	9700000	Mic
06	3	11800001	12400000	Mic
06	3	13600001	13800000	Mic
06	3	15300001	15900000	Mic
06	3	16600001	16900000	Mic
06	3	17200001	17400000	Mic
06	3	17500001	17600000	Mic
06	3	17800001	18000000	Mic
06	3	18200001	18400000	Mic
06	3	19000001	19100000	Mic
06	3	19300001	19500000	Mic
06	3	19800001	20100000	Mic
06	3	20500001	20800000	Mic
06	3	21100001	21500000	Mic
06	3	22800001	23400000	Mic
06	3	24200001	24600000	Mic
06	3	24800001	25100000	Mic
07	0	500001	800000	C
07	0	1300001	2100000	C
07	0	2300001	3500000	C
07	0	3800001	4100000	C
07	0	4300001	4400000	C
07	0	4600001	5400000	C
07	0	5900001	6900000	C
07	0	7100001	7200000	C
07	0	7500001	8200000	C
07	0	8400001	8500000	C
07	0	8600001	8700000	C
07	0	10300001	10500000	C
07	0	13400001	13700000	C
07	0	13900001	14400000	C
07	0	16200001	17600000	C
07	0	20200001	20500000	C
07	1	500001	800000	C
07	1	1300001	2100000	C
07	1	2300001	3500000	C
07	1	3800001	4100000	C
07	1	4300001	4400000	C
07	1	4600001	5400000	C
07	1	5900001	6900000	C
07	1	7100001	7200000	C
07	1	7500001	8200000	C
07	1	8400001	8500000	C
07	1	8600001	8700000	C
07	1	10300001	10500000	C
07	1	13400001	13700000	C
07	1	13900001	14400000	Mic
07	1	16200001	17600000	C
07	1	20200001	20500000	C
07	2	500001	800000	Mic
07	2	1300001	2100000	Mic
07	2	2300001	3500000	Mic
07	2	3800001	4100000	Mic
07	2	4300001	4400000	Mic
07	2	4600001	5400000	Mic
07	2	5900001	6900000	Mic
07	2	7100001	7200000	Mic
07	2	7500001	8200000	Mic
07	2	8400001	8500000	Mic
07	2	8600001	8700000	Mic
07	2	10300001	10500000	Mic
07	2	13400001	13700000	Mic
07	2	13900001	14400000	Mic
07	2	16200001	17600000	Mic
07	2	20200001	20500000	Mic
07	3	500001	800000	Mic
07	3	1300001	2100000	Mic
07	3	2300001	3500000	Mic
07	3	3800001	4100000	Mic
07	3	4300001	4400000	Mic
07	3	4600001	5400000	Mic
07	3	5900001	6900000	Mic
07	3	7100001	7200000	Mic
07	3	7500001	8200000	Mic
07	3	8400001	8500000	Mic
07	3	8600001	8700000	Mic
07	3	10300001	10500000	Mic
07	3	13400001	13700000	Mic
07	3	13900001	14400000	Mic
07	3	16200001	17600000	Mic
07	3	20200001	20500000	Mic
08	0	800001	1800000	C
08	0	2400001	2900000	C
08	0	3000001	4000000	C
08	0	4600001	6000000	C
08	0	7400001	7900000	C
08	0	9800001	10600000	C
08	0	10800001	12500000	C
08	0	13300001	16700000	C
08	0	17800001	18800000	C
08	0	19000001	19600000	C
08	0	20300001	21400000	C
08	0	21800001	21900000	C
08	0	22000001	22100000	C
08	0	22200001	23200000	C
08	0	23800001	24200000	C
08	1	800001	1000000	Mic
08	1	1000001	1800000	C
08	1	2400001	2900000	C
08	1	3000001	4000000	C
08	1	4600001	6000000	C
08	1	7400001	7900000	C
08	1	9800001	10600000	C
08	1	10800001	12500000	C
08	1	13300001	16700000	C
08	1	17800001	18800000	C
08	1	19000001	19600000	C
08	1	20300001	21400000	C
08	1	21800001	21900000	C
08	1	22000001	22100000	C
08	1	22200001	23200000	C
08	1	23800001	24200000	C
08	2	800001	1800000	Mic
08	2	2400001	2900000	Mic
08	2	3000001	4000000	Mic
08	2	4600001	6000000	Mic
08	2	7400001	7900000	Mic
08	2	9800001	10600000	C
08	2	10800001	12500000	Mic
08	2	13300001	16700000	Mic
08	2	17800001	18800000	Mic
08	2	19000001	19600000	Mic
08	2	20300001	21400000	Mic
08	2	21800001	21900000	Mic
08	2	22000001	22100000	Mic
08	2	22200001	23200000	Mic
08	2	23800001	24200000	Mic
08	3	800001	1800000	Mic
08	3	2400001	2900000	Mic
08	3	3000001	4000000	Mic
08	3	4600001	6000000	Mic
08	3	7400001	7900000	Mic
08	3	9800001	10600000	Mic
08	3	10800001	12500000	Mic
08	3	13300001	16700000	Mic
08	3	17800001	18800000	Mic
08	3	19000001	19600000	Mic
08	3	20300001	21400000	Mic
08	3	21800001	21900000	Mic
08	3	22000001	22100000	Mic
08	3	22200001	23200000	Mic
08	3	23800001	24200000	Mic
09	0	1	400000	C
09	0	600001	800000	C
09	0	1100001	1200000	C
09	0	2300001	2500000	C
09	0	3300001	3800000	C
09	0	4100001	4200000	C
09	0	4400001	5600000	C
09	0	6600001	6900000	C
09	0	9500001	11300000	C
09	0	12500001	13300000	C
09	0	13600001	13900000	C
09	0	14500001	14900000	C
09	0	15700001	17600000	C
09	0	23300001	23400000	C
09	0	23500001	26300000	C
09	0	26900001	27200000	C
09	0	27600001	28800000	C
09	0	29000001	29800000	C
09	0	30200001	31200000	C
09	1	1	400000	C
09	1	600001	800000	C
09	1	1100001	1200000	C
09	1	2300001	2500000	C
09	1	3300001	3800000	C
09	1	4100001	4200000	C
09	1	4400001	5600000	C
09	1	6600001	6900000	C
09	1	9500001	11300000	C
09	1	12500001	13300000	C
09	1	13600001	13900000	C
09	1	14500001	14900000	C
09	1	15700001	17600000	C
09	1	23300001	23400000	C
09	1	23500001	26300000	C
09	1	26900001	27200000	C
09	1	27600001	27800000	Mic
09	1	27800001	28800000	C
09	1	29000001	29800000	C
09	1	30200001	31200000	C
09	2	1	400000	Mic
09	2	600001	800000	Mic
09	2	1100001	1200000	Mic
09	2	2300001	2500000	Mic
09	2	3300001	3800000	Mic
09	2	4100001	4200000	Mic
09	2	4400001	5600000	Mic
09	2	6600001	6900000	Mic
09	2	9500001	11300000	Mic
09	2	12500001	13300000	Mic
09	2	13600001	13900000	Mic
09	2	14500001	14900000	C
09	2	15700001	17600000	Mic
09	2	23300001	23400000	Mic
09	2	23500001	26300000	Mic
09	2	26900001	27200000	Mic
09	2	27600001	28800000	Mic
09	2	29000001	29800000	Mic
09	2	30200001	31200000	Mic
09	3	1	400000	Mic
09	3	600001	800000	Mic
09	3	1100001	1200000	Mic
09	3	2300001	2500000	Mic
09	3	3300001	3800000	Mic
09	3	4100001	4200000	Mic
09	3	4400001	5600000	Mic
09	3	6600001	6900000	Mic
09	3	9500001	11300000	Mic
09	3	12500001	13300000	Mic
09	3	13600001	13900000	Mic
09	3	14500001	14900000	Mic
09	3	15700001	17600000	Mic
09	3	23300001	23400000	Mic
09	3	23500001	26300000	Mic
09	3	26900001	27200000	Mic
09	3	27600001	28800000	Mic
09	3	29000001	29800000	Mic
09	3	30200001	31200000	Mic
